app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,target,income_to_age_ratio,employment_ratio,age_group,income_group
3093.0,0.0,1.0,16-Jun-20,0.0,14,19.0,0.0,1,,,10.0,,31.0,3.0,2.0,5.0,,0.0,76.015625,,0.0,,4,-1.0,0,0.0,0.0,18-25,very_low
2906.0,1.0,0.0,16-Jun-20,0.0,14,16.0,,1,,,,,,,,,,0.0,34.234375,,0.0,,4,-1.0,2,0.0,,18-25,very_low
3038.0,0.0,1.0,16-Jun-20,0.0,14,19.0,1.0,1,1.0,,3.0,,1.0,1.0,1.0,3.0,,0.173816107,77.078125,1.0,0.0,,4,2.0,0,0.0,0.5,18-25,very_low
3115.0,0.0,1.0,16-Jun-20,0.0,3,18.0,0.0,1,,,21.0,1.0,,3.0,,1.0,,0.167517475,48.546875,,1.0,0.0,2,-1.0,0,0.0,0.0,18-25,very_low
3077.0,0.0,1.0,16-Jun-20,560.0,2,20.0,0.0,1,1.0,3250.0,5.0,2.0,,4.0,2.0,3.0,2667.0,0.123424835,75.140625,1.0,2.0,681.0,2,3.0,0,26.666666666666668,0.0,18-25,very_low
-2985.0,,,16-Jun-20,0.0,14,20.0,2.0,2,,,,,,,,,,0.179827427,53.7890625,,0.0,,4,-1.0,1,0.0,0.6666666666666666,18-25,very_low
-3056.0,,,16-Jun-20,0.0,8,22.0,0.0,2,,,,,,,,,,0.528867364,35.625,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
2886.0,0.0,1.0,16-Jun-20,0.0,8,19.0,0.0,1,3.0,500.0,2.0,2.0,,0.0,0.0,3.0,217.0,0.018527283,77.921875,2.0,1.0,0.0,2,1.0,0,0.0,0.0,18-25,very_low
2981.0,0.0,1.0,16-Jun-20,0.0,7,19.0,0.0,1,,,17.0,,15.0,16.0,2.0,2.0,,0.0,64.296875,,0.0,,4,-1.0,0,0.0,0.0,18-25,very_low
2941.0,0.0,1.0,16-Jun-20,0.0,1,19.0,0.0,1,,,6.0,2.0,,3.0,0.0,,,0.104533491,40.9921875,1.0,1.0,0.0,2,-1.0,0,0.0,0.0,18-25,very_low
-3114.0,,,16-Jun-20,1.0,14,22.0,,3,,,,,,,,,,0.070826525,44.3203125,,0.0,,4,-1.0,1,0.043478260869565216,,18-25,very_low
3089.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,1,,,,,,,,,,0.0,65.078125,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
2888.0,0.0,1.0,16-Jun-20,0.0,14,21.0,1.0,1,1.0,100.0,6.0,1.0,339.0,,,,,0.111859189,56.234375,1.0,1.0,106.0,2,1.0,0,0.0,0.25,18-25,very_low
3141.0,0.0,1.0,16-Jun-20,0.0,2,19.0,0.0,1,,,7.0,2.0,35.0,,,,,0.225748124,56.859375,1.0,1.0,0.0,2,-1.0,0,0.0,0.0,18-25,very_low
2937.0,0.0,1.0,16-Jun-20,0.0,6,19.0,0.0,1,1.0,100.0,3.0,2.0,270.0,,0.0,,,0.047790462,50.8359375,1.0,2.0,158.0,2,1.0,0,0.0,0.0,18-25,very_low
3028.0,1.0,0.0,16-Jun-20,0.0,11,18.0,0.0,1,,,,,,,,,,0.319344848,63.0,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
-3149.0,,,16-Jun-20,1.0,12,18.0,0.0,1,,,,,,,,,,0.038586832,51.671875,,0.0,,4,-1.0,1,0.05263157894736842,0.0,18-25,very_low
-2948.0,,,16-Jun-20,0.0,4,19.0,0.0,1,,,9.0,,0.0,,1.0,,,0.026468131,92.203125,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
2881.0,0.0,1.0,16-Jun-20,1.0,3,18.0,0.0,1,,,7.0,,0.0,,,,,0.162077202,66.640625,,0.0,,4,-1.0,0,0.05263157894736842,0.0,18-25,very_low
3067.0,0.0,1.0,16-Jun-20,0.0,14,26.0,,2,,,,,,,,,,0.0,44.7421875,,0.0,,4,-1.0,0,0.0,,26-35,very_low
2921.0,0.0,1.0,16-Jun-20,1.0,1,22.0,2.0,1,,,,,,,,,,0.0,,,0.0,,3,-1.0,0,0.043478260869565216,0.4,18-25,very_low
-3101.0,,,16-Jun-20,100.0,1,29.0,0.0,2,,,9.0,3.0,186.0,,,,,0.190010713,21.99609375,1.0,1.0,0.0,2,-1.0,1,3.3333333333333335,0.0,26-35,very_low
3083.0,0.0,1.0,16-Jun-20,0.0,11,18.0,0.0,1,,,,,,,0.0,,,0.188088951,33.03125,1.0,0.0,,4,1.0,0,0.0,0.0,18-25,very_low
-2934.0,,,16-Jun-20,0.0,14,18.0,0.0,1,,50.0,11.0,1.0,,,,,,0.164710664,76.5,1.0,1.0,0.0,2,1.0,1,0.0,0.0,18-25,very_low
-3073.0,,,16-Jun-20,0.0,3,20.0,0.0,2,1.0,750.0,2.0,2.0,0.0,,,,744.0,1.130627796,20.046875,1.0,1.0,0.0,2,1.0,1,0.0,0.0,18-25,very_low
-2950.0,,,16-Jun-20,0.0,2,24.0,0.0,2,1.0,4050.0,5.0,3.0,75.0,,5.0,,0.0,0.261174872,36.6875,1.0,3.0,609.0,2,2.0,1,0.0,0.0,18-25,very_low
-3052.0,,,16-Jun-20,0.0,14,19.0,0.0,1,,,13.0,2.0,0.0,,1.0,,,0.510834543,49.7265625,1.0,1.0,0.0,2,-1.0,1,0.0,0.0,18-25,very_low
2932.0,1.0,0.0,16-Jun-20,0.0,4,18.0,0.0,1,,,44.0,1.0,,21.0,,20.0,,0.0,59.78125,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
2910.0,1.0,0.0,16-Jun-20,0.0,12,22.0,4.0,1,,,22.0,,,,,23.0,,0.0,83.1875,1.0,0.0,,4,0.0,2,0.0,0.8,18-25,very_low
-3106.0,,,16-Jun-20,0.0,4,24.0,0.0,1,,1250.0,37.0,1.0,,25.0,6.0,21.0,,0.0,75.34375,1.0,1.0,1249.0,2,-1.0,1,0.0,0.0,18-25,very_low
3025.0,1.0,0.0,16-Jun-20,0.0,11,17.0,0.0,1,,,,,,10.0,,27.0,,0.0,88.421875,,0.0,,4,-1.0,2,0.0,,18-25,very_low
2943.0,1.0,0.0,16-Jun-20,0.0,3,18.0,0.0,1,,,,,,6.0,,105.0,,0.017693801,88.03125,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
3125.0,1.0,0.0,16-Jun-20,0.0,14,19.0,0.0,1,,,31.0,1.0,,19.0,3.0,70.0,,0.0,72.984375,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
2891.0,1.0,0.0,16-Jun-20,0.0,6,18.0,0.0,1,,,25.0,1.0,,16.0,,67.0,,0.265453693,56.5,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
3095.0,1.0,0.0,16-Jun-20,0.0,4,18.0,0.0,1,,,,,,10.0,0.0,56.0,,0.0,72.390625,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
2942.0,1.0,0.0,16-Jun-20,0.0,2,17.0,0.0,1,,,,,,5.0,,64.0,,0.01200027,32.3671875,,0.0,,4,-1.0,2,0.0,,18-25,very_low
2980.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,1,,,45.0,1.0,,6.0,0.0,49.0,,0.0,74.453125,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
3042.0,1.0,0.0,16-Jun-20,1.0,5,19.0,0.0,1,,,16.0,1.0,,9.0,2.0,50.0,,0.0,86.4375,,1.0,0.0,2,-1.0,2,0.05,0.0,18-25,very_low
2977.0,1.0,0.0,16-Jun-20,0.0,8,18.0,0.0,1,,,25.0,1.0,,11.0,1.0,44.0,,0.10161596,79.453125,1.0,1.0,1.0,2,-1.0,2,0.0,0.0,18-25,very_low
3050.0,1.0,0.0,16-Jun-20,0.0,2,18.0,0.0,1,,,,,,15.0,2.0,43.0,,0.109913123,62.0625,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
3123.0,1.0,0.0,16-Jun-20,0.0,8,18.0,0.0,1,,,7.0,1.0,,14.0,0.0,41.0,,0.022378723,72.25,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
-2965.0,,,16-Jun-20,0.0,14,18.0,0.0,1,,,,,,11.0,1.0,45.0,,0.0,82.46875,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
3120.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,3,,,56.0,1.0,,17.0,2.0,41.0,,0.234419755,65.765625,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
-2974.0,,,16-Jun-20,0.0,11,21.0,0.0,1,,1300.0,10.0,2.0,160.0,19.0,2.0,39.0,1178.0,0.242798305,42.5703125,2.0,1.0,0.0,2,1.0,1,0.0,0.0,18-25,very_low
3066.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,1,,,31.0,1.0,,24.0,0.0,38.0,,0.056254977,68.203125,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
3096.0,1.0,0.0,16-Jun-20,0.0,4,18.0,0.0,1,,,,,,17.0,1.0,38.0,,0.242572768,37.9453125,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
3134.0,1.0,0.0,16-Jun-20,0.0,14,20.0,0.0,1,1.0,,4.0,1.0,0.0,7.0,1.0,38.0,,0.0,84.375,1.0,1.0,1.0,2,-1.0,2,0.0,0.0,18-25,very_low
2885.0,1.0,0.0,16-Jun-20,0.0,2,18.0,0.0,1,,,10.0,1.0,,11.0,1.0,37.0,,0.044192676,63.0703125,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
3150.0,1.0,0.0,16-Jun-20,0.0,6,18.0,0.0,1,1.0,250.0,3.0,,,9.0,0.0,50.0,61.0,0.026031398,67.40625,1.0,0.0,,4,0.0,2,0.0,0.0,18-25,very_low
-2963.0,,,16-Jun-20,660.0,14,19.0,0.0,1,2.0,,2.0,3.0,1.0,11.0,,60.0,,0.142798945,73.5,3.0,2.0,0.0,2,0.0,1,33.0,0.0,18-25,very_low
2929.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,1,,,,,,19.0,0.0,36.0,,0.0,81.890625,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
-3084.0,,,16-Jun-20,900.0,14,19.0,0.0,1,,1050.0,10.0,1.0,,4.0,0.0,32.0,0.0,0.111568724,52.734375,1.0,1.0,0.0,2,2.0,1,45.0,0.0,18-25,very_low
-2951.0,,,16-Jun-20,0.0,3,18.0,0.0,1,,,10.0,1.0,,7.0,0.0,68.0,,0.113997595,88.234375,,1.0,0.0,2,-1.0,1,0.0,0.0,18-25,very_low
-3156.0,,,16-Jun-20,0.0,14,21.0,0.0,1,,500.0,86.0,2.0,,6.0,3.0,28.0,,0.094468416,49.1640625,,1.0,0.0,2,-1.0,1,0.0,0.0,18-25,very_low
-3133.0,,,16-Jun-20,0.0,12,18.0,0.0,1,,,,,,11.0,0.0,27.0,,0.0,64.140625,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
2933.0,1.0,0.0,16-Jun-20,300.0,14,19.0,0.0,1,,,10.0,2.0,,10.0,2.0,28.0,,0.107023708,66.28125,1.0,1.0,0.0,2,0.0,2,15.0,0.0,18-25,very_low
2900.0,1.0,0.0,16-Jun-20,0.0,1,17.0,0.0,1,,,,,,20.0,0.0,36.0,,0.0,68.3125,,0.0,,4,-1.0,2,0.0,,18-25,very_low
-3157.0,,,16-Jun-20,0.0,5,18.0,0.0,1,,,,,,20.0,0.0,27.0,,0.0,84.125,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
-3129.0,,,16-Jun-20,0.0,5,23.0,0.0,1,,950.0,23.0,1.0,,11.0,5.0,27.0,0.0,0.12100329,82.953125,1.0,1.0,413.0,2,0.0,1,0.0,0.0,18-25,very_low
2925.0,1.0,0.0,16-Jun-20,0.0,2,20.0,1.0,1,1.0,400.0,6.0,2.0,,19.0,0.0,25.0,249.0,0.0,53.0234375,1.0,1.0,0.0,2,0.0,2,0.0,0.3333333333333333,18-25,very_low
-3146.0,,,16-Jun-20,1.0,14,20.0,0.0,1,,,43.0,1.0,,9.0,2.0,25.0,,0.00233299,76.0625,,1.0,0.0,2,-1.0,1,0.047619047619047616,0.0,18-25,very_low
-2997.0,,,16-Jun-20,0.0,14,20.0,2.0,1,,,26.0,1.0,,18.0,3.0,24.0,,0.005117342,55.140625,1.0,1.0,0.0,2,1.0,1,0.0,0.6666666666666666,18-25,very_low
2876.0,1.0,0.0,16-Jun-20,0.0,3,18.0,0.0,1,,,12.0,1.0,,18.0,0.0,24.0,,0.0,94.609375,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
-3040.0,,,16-Jun-20,80.0,6,19.0,0.0,3,,200.0,11.0,4.0,,3.0,,22.0,,0.060467993,68.875,1.0,2.0,0.0,2,3.0,1,4.0,0.0,18-25,very_low
2901.0,1.0,0.0,16-Jun-20,0.0,1,21.0,3.0,1,1.0,450.0,2.0,2.0,,10.0,3.0,21.0,,0.196849528,69.484375,1.0,2.0,202.0,2,-1.0,2,0.0,0.75,18-25,very_low
3151.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,1,,,21.0,1.0,,18.0,0.0,22.0,,0.02716241,62.6484375,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
-3019.0,,,16-Jun-20,0.0,13,22.0,0.0,1,1.0,,4.0,2.0,,12.0,4.0,22.0,,0.0,76.53125,,0.0,,0,4.0,1,0.0,0.0,18-25,very_low
-2918.0,,,16-Jun-20,0.0,8,18.0,0.0,1,1.0,,2.0,1.0,0.0,11.0,0.0,22.0,,0.149047588,70.046875,1.0,1.0,0.0,2,1.0,1,0.0,0.0,18-25,very_low
3057.0,1.0,0.0,16-Jun-20,0.0,3,18.0,0.0,1,,,,,,20.0,,21.0,,0.0,76.296875,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
-3047.0,,,16-Jun-20,0.0,13,27.0,0.0,1,,,17.0,2.0,225.0,22.0,,21.0,,0.200406309,51.1796875,,0.0,,4,-1.0,1,0.0,0.0,26-35,very_low
3167.0,1.0,0.0,16-Jun-20,0.0,14,19.0,0.0,1,,,6.0,2.0,,12.0,2.0,21.0,,0.0,,1.0,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
2989.0,1.0,0.0,16-Jun-20,0.0,1,18.0,0.0,1,,,22.0,1.0,,17.0,,21.0,,0.134681539,56.234375,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
3002.0,1.0,0.0,16-Jun-20,1.0,0,16.0,,1,,,,,,25.0,,19.0,,0.153392263,62.6640625,,0.0,,4,-1.0,2,0.058823529411764705,,18-25,very_low
2972.0,1.0,0.0,16-Jun-20,0.0,8,18.0,0.0,1,,,6.0,2.0,,19.0,2.0,18.0,,0.072406583,78.765625,1.0,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
-2895.0,,,16-Jun-20,0.0,14,20.0,0.0,1,,,18.0,1.0,,4.0,3.0,25.0,,0.493361625,26.7421875,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
2907.0,1.0,0.0,16-Jun-20,0.0,12,18.0,0.0,1,1.0,,1.0,1.0,,15.0,0.0,18.0,,0.0,84.34375,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
3111.0,1.0,0.0,16-Jun-20,0.0,3,17.0,0.0,1,,,,,,19.0,,19.0,,0.0,74.65625,,0.0,,4,-1.0,2,0.0,,18-25,very_low
2889.0,1.0,0.0,16-Jun-20,0.0,2,22.0,2.0,3,2.0,50.0,4.0,1.0,60.0,,9.0,18.0,,0.048529193,81.046875,1.0,1.0,0.0,2,0.0,2,0.0,0.4,18-25,very_low
3014.0,1.0,0.0,16-Jun-20,0.0,10,18.0,0.0,1,,,,,,16.0,0.0,17.0,,0.074286032,57.1640625,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
3121.0,1.0,0.0,16-Jun-20,0.0,10,18.0,0.0,1,,,8.0,1.0,1.0,17.0,,17.0,,0.088285287,13.23046875,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
2954.0,1.0,0.0,16-Jun-20,0.0,10,18.0,0.0,1,,,7.0,1.0,0.0,25.0,0.0,17.0,,0.0,83.453125,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
2928.0,1.0,0.0,16-Jun-20,1.0,3,18.0,0.0,1,,3400.0,76.0,,,18.0,,16.0,,0.0,86.765625,,0.0,,4,-1.0,2,0.05263157894736842,0.0,18-25,very_low
-3048.0,,,16-Jun-20,0.0,8,18.0,0.0,1,,,,,,6.0,0.0,15.0,,0.011831021,76.6875,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
2958.0,1.0,0.0,16-Jun-20,1.0,1,18.0,0.0,1,,,,,,5.0,,16.0,,0.516820023,54.4765625,,0.0,,4,-1.0,2,0.05263157894736842,0.0,18-25,very_low
-3088.0,,,16-Jun-20,1.0,6,18.0,0.0,1,1.0,,5.0,4.0,1.0,4.0,0.0,15.0,,0.0,91.96875,1.0,1.0,0.0,2,2.0,1,0.05263157894736842,0.0,18-25,very_low
-2968.0,,,16-Jun-20,0.0,2,18.0,0.0,1,,,,,,1.0,0.0,15.0,,0.129154528,68.6875,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
-3001.0,,,16-Jun-20,0.0,14,21.0,1.0,1,,50.0,6.0,1.0,,7.0,3.0,56.0,,0.232651684,46.890625,,1.0,0.0,2,-1.0,1,0.0,0.25,18-25,very_low
-3100.0,,,16-Jun-20,1200.0,5,28.0,1.0,1,1.0,18450.0,2.0,4.0,1.0,23.0,11.0,31.0,,0.189425975,77.109375,1.0,3.0,68.0,2,-1.0,1,41.37931034482759,0.09090909090909091,26-35,very_low
2956.0,1.0,0.0,16-Jun-20,0.0,11,18.0,0.0,1,,,,,,12.0,,61.0,,0.0,88.96875,1.0,0.0,,4,0.0,2,0.0,0.0,18-25,very_low
3169.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,1,,,21.0,1.0,,6.0,,33.0,,0.0,75.015625,1.0,1.0,0.0,2,1.0,2,0.0,0.0,18-25,very_low
3163.0,1.0,0.0,16-Jun-20,0.0,8,18.0,0.0,1,2.0,250.0,2.0,,29.0,5.0,0.0,13.0,,0.250469183,52.59375,1.0,0.0,,4,1.0,2,0.0,0.0,18-25,very_low
3021.0,1.0,0.0,16-Jun-20,0.0,6,18.0,0.0,1,,,,,,4.0,0.0,54.0,,0.0,70.671875,1.0,0.0,,4,0.0,2,0.0,0.0,18-25,very_low
2962.0,1.0,0.0,16-Jun-20,0.0,7,18.0,0.0,1,,,13.0,1.0,,1.0,0.0,38.0,,0.22118422,68.125,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
2878.0,1.0,0.0,16-Jun-20,60.0,1,19.0,0.0,1,,,9.0,1.0,14.0,1.0,0.0,47.0,,0.0,2.846191406,,1.0,0.0,2,-1.0,2,3.0,0.0,18-25,very_low
2930.0,1.0,0.0,16-Jun-20,0.0,2,18.0,0.0,1,,,,,,25.0,,39.0,,0.0,85.296875,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
-3097.0,,,16-Jun-20,0.0,1,19.0,0.0,1,,,7.0,1.0,19.0,10.0,1.0,11.0,,0.0,34.203125,1.0,1.0,0.0,2,0.0,1,0.0,0.0,18-25,very_low
2882.0,1.0,0.0,16-Jun-20,0.0,14,24.0,2.0,1,,2000.0,7.0,2.0,0.0,26.0,6.0,15.0,63.0,0.014534168,70.203125,1.0,2.0,40.0,2,-1.0,2,0.0,0.2857142857142857,18-25,very_low
2959.0,1.0,0.0,16-Jun-20,1.0,12,18.0,0.0,1,,,51.0,1.0,,27.0,,14.0,,0.014527775,35.0859375,,1.0,0.0,2,4.0,2,0.05263157894736842,0.0,18-25,very_low
2926.0,1.0,0.0,16-Jun-20,1.0,3,18.0,0.0,1,,,,,,20.0,0.0,13.0,,0.097640795,81.234375,,0.0,,4,-1.0,2,0.05263157894736842,0.0,18-25,very_low
-3074.0,,,16-Jun-20,0.0,5,19.0,0.0,3,,,14.0,2.0,0.0,13.0,2.0,38.0,,0.412321505,85.34375,1.0,1.0,0.0,2,-1.0,1,0.0,0.0,18-25,very_low
-3031.0,,,16-Jun-20,0.0,3,17.0,0.0,1,,,,,,3.0,0.0,12.0,,0.0,,,0.0,,4,-1.0,1,0.0,,18-25,very_low
2940.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,1,,,,,,2.0,0.0,15.0,,0.0,73.125,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
2877.0,1.0,0.0,16-Jun-20,0.0,1,19.0,0.0,1,,,83.0,2.0,,10.0,2.0,11.0,,0.007312957,6.413085938,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
3053.0,1.0,0.0,16-Jun-20,0.0,5,19.0,0.0,1,,,33.0,1.0,,4.0,,11.0,,0.12099915,80.140625,1.0,1.0,9.0,2,-1.0,2,0.0,0.0,18-25,very_low
3004.0,1.0,0.0,16-Jun-20,0.0,14,19.0,0.0,1,,,11.0,1.0,0.0,2.0,0.0,10.0,,0.521795809,15.01953125,,1.0,0.0,2,4.0,2,0.0,0.0,18-25,very_low
3018.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,1,,,,,,19.0,0.0,12.0,,0.049010726,65.0625,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
2944.0,1.0,0.0,16-Jun-20,0.0,12,18.0,0.0,1,,,,,,21.0,0.0,11.0,,0.0,77.546875,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
3148.0,1.0,0.0,16-Jun-20,0.0,10,18.0,0.0,1,,,,,,15.0,0.0,11.0,,0.0,75.3125,1.0,0.0,,4,0.0,2,0.0,0.0,18-25,very_low
2993.0,1.0,0.0,16-Jun-20,0.0,14,18.0,0.0,1,,,10.0,,41.0,10.0,0.0,10.0,,0.144334012,48.75,,0.0,,4,4.0,2,0.0,0.0,18-25,very_low
2987.0,1.0,0.0,16-Jun-20,1.0,14,18.0,0.0,1,,,58.0,1.0,,10.0,,10.0,,0.074583943,59.9375,,1.0,0.0,2,-1.0,2,0.05263157894736842,0.0,18-25,very_low
2874.0,1.0,0.0,16-Jun-20,1.0,3,18.0,0.0,1,,,,,,25.0,0.0,9.0,,0.0,80.734375,1.0,0.0,,4,0.0,2,0.05263157894736842,0.0,18-25,very_low
2911.0,1.0,0.0,16-Jun-20,1.0,3,18.0,0.0,1,,,,,,16.0,0.0,13.0,,0.534242656,32.765625,,0.0,,4,-1.0,2,0.05263157894736842,0.0,18-25,very_low
3108.0,1.0,0.0,16-Jun-20,1.0,5,16.0,0.0,1,,,,,,,,9.0,,0.0,75.390625,,0.0,,4,-1.0,2,0.058823529411764705,-0.0,18-25,very_low
-3006.0,,,16-Jun-20,30.0,6,19.0,0.0,1,,,11.0,2.0,,7.0,1.0,11.0,,0.182037975,27.83984375,,1.0,0.0,2,-1.0,1,1.5,0.0,18-25,very_low
3137.0,1.0,0.0,16-Jun-20,0.0,6,18.0,0.0,1,,,,,,6.0,0.0,13.0,,0.070219224,48.03125,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
-3164.0,,,16-Jun-20,0.0,3,18.0,0.0,1,1.0,,3.0,2.0,,2.0,0.0,15.0,,0.07924961,68.640625,1.0,1.0,0.0,2,-1.0,1,0.0,0.0,18-25,very_low
-3142.0,,,16-Jun-20,0.0,8,24.0,0.0,1,,,19.0,3.0,,6.0,7.0,9.0,,0.211353297,72.328125,1.0,1.0,0.0,2,4.0,1,0.0,0.0,18-25,very_low
-3078.0,,,16-Jun-20,0.0,6,18.0,0.0,1,,,6.0,1.0,,26.0,2.0,9.0,,0.136059084,49.9296875,,1.0,0.0,2,-1.0,1,0.0,0.0,18-25,very_low
3168.0,1.0,0.0,16-Jun-20,0.0,8,18.0,0.0,1,,,25.0,1.0,,21.0,0.0,16.0,,0.188015527,66.546875,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
-2894.0,,,16-Jun-20,0.0,3,18.0,0.0,1,,,,,,15.0,0.0,8.0,,0.0,59.8359375,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
3140.0,1.0,0.0,16-Jun-20,0.0,8,19.0,0.0,1,,,11.0,2.0,,5.0,2.0,7.0,,0.0,70.328125,1.0,1.0,0.0,2,2.0,2,0.0,0.0,18-25,very_low
2995.0,1.0,0.0,16-Jun-20,1.0,6,18.0,0.0,1,,,15.0,1.0,,19.0,0.0,8.0,,0.020056221,81.359375,,1.0,0.0,2,-1.0,2,0.05263157894736842,0.0,18-25,very_low
3113.0,1.0,0.0,16-Jun-20,0.0,3,18.0,0.0,1,,100.0,10.0,1.0,0.0,10.0,1.0,7.0,,0.54557354,40.453125,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
-2988.0,,,16-Jun-20,30.0,6,19.0,1.0,1,,,11.0,2.0,,6.0,1.0,12.0,,0.186554,27.16015625,,1.0,0.0,2,-1.0,1,1.5,0.5,18-25,very_low
-3144.0,,,16-Jun-20,0.0,5,18.0,0.0,3,,,11.0,1.0,45.0,1.0,1.0,8.0,,0.0,,2.0,1.0,0.0,2,0.0,1,0.0,0.0,18-25,very_low
-3143.0,,,16-Jun-20,0.0,14,20.0,0.0,2,1.0,350.0,3.0,1.0,0.0,16.0,3.0,7.0,92.0,0.159395222,66.53125,,1.0,0.0,2,-1.0,1,0.0,0.0,18-25,very_low
3155.0,1.0,0.0,16-Jun-20,0.0,3,18.0,0.0,1,,,35.0,1.0,,13.0,0.0,9.0,,0.082274846,62.109375,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
-2899.0,,,16-Jun-20,1.0,8,44.0,0.0,0,,,22.0,,,,1.0,7.0,,0.013141257,53.1953125,,0.0,,4,-1.0,1,0.022222222222222223,0.0,36-45,very_low
-3369.0,,,17-Jun-20,0.0,1,18.0,0.0,1,,,,,,5.0,1.0,47.0,,0.0,74.265625,1.0,0.0,,4,0.0,1,0.0,0.0,18-25,very_low
3282.0,1.0,0.0,17-Jun-20,0.0,3,18.0,0.0,1,1.0,50.0,1.0,1.0,,9.0,,77.0,,0.173872163,38.2109375,1.0,1.0,0.0,2,1.0,2,0.0,0.0,18-25,very_low
-3209.0,,,17-Jun-20,0.0,11,18.0,0.0,1,,,,,,19.0,0.0,92.0,,0.433306714,52.859375,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
3258.0,1.0,0.0,17-Jun-20,0.0,11,19.0,0.0,1,,,10.0,2.0,1.0,11.0,1.0,80.0,,0.0,89.609375,,1.0,0.0,2,-1.0,2,0.0,0.0,18-25,very_low
-3406.0,,,17-Jun-20,1.0,14,18.0,0.0,1,,,21.0,1.0,,11.0,,72.0,,0.033118649,57.078125,,1.0,0.0,2,-1.0,1,0.05263157894736842,0.0,18-25,very_low
-3402.0,,,17-Jun-20,0.0,14,19.0,0.0,1,,,24.0,2.0,,7.0,1.0,70.0,,0.0,64.171875,1.0,1.0,0.0,2,-1.0,1,0.0,0.0,18-25,very_low
-3202.0,,,17-Jun-20,0.0,10,18.0,0.0,1,,,52.0,1.0,,22.0,,65.0,,0.0,70.34375,,1.0,0.0,2,-1.0,1,0.0,0.0,18-25,very_low
-3396.0,,,17-Jun-20,0.0,14,19.0,0.0,3,1.0,600.0,2.0,,30.0,9.0,0.0,63.0,0.0,0.273398864,48.8359375,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
