app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,target,income_to_age_ratio,employment_ratio,age_group,income_group
6078.0,1.0,0.0,1-Jul-20,0.0,4,19.0,1.0,1,,,38.0,1.0,,5.0,1.0,6.0,,0.007536929,53.6015625,1.0,1.0,0.0,2,0.0,2,0.0,0.5,18-25,very_low
-6110.0,,,1-Jul-20,1.0,3,18.0,1.0,1,,,,,,11.0,,6.0,,0.130631155,82.9375,,0.0,,4,-1.0,1,0.05263157894736842,1.0,18-25,very_low
6146.0,1.0,0.0,1-Jul-20,0.0,8,18.0,1.0,1,,,,,,10.0,0.0,5.0,,0.0,68.9375,1.0,0.0,,4,0.0,2,0.0,1.0,18-25,very_low
6102.0,1.0,0.0,1-Jul-20,0.0,14,16.0,,1,,,,,,15.0,,5.0,,0.0,73.21875,,0.0,,4,-1.0,2,0.0,,18-25,very_low
6007.0,1.0,0.0,1-Jul-20,0.0,11,18.0,1.0,1,,,,,,16.0,0.0,6.0,,0.265486067,66.109375,,0.0,,4,-1.0,2,0.0,1.0,18-25,very_low
-5988.0,,,1-Jul-20,0.0,14,18.0,1.0,1,,,,,,,,6.0,,0.081343848,60.8203125,,0.0,,4,-1.0,1,0.0,1.0,18-25,very_low
-5981.0,,,1-Jul-20,0.0,4,23.0,1.0,1,,1800.0,10.0,3.0,36.0,12.0,6.0,5.0,1737.0,0.250202765,55.125,1.0,2.0,68.0,2,2.0,1,0.0,0.16666666666666666,18-25,very_low
6135.0,1.0,0.0,1-Jul-20,0.0,3,18.0,1.0,1,,,,,,5.0,0.0,5.0,,0.0,50.8203125,,0.0,,4,-1.0,2,0.0,1.0,18-25,very_low
-6176.0,,,1-Jul-20,0.0,1,32.0,0.0,1,1.0,,6.0,1.0,0.0,,,4.0,,0.138915268,77.953125,1.0,1.0,0.0,2,2.0,1,0.0,0.0,26-35,very_low
6233.0,1.0,0.0,4-Jul-20,1.0,3,19.0,1.0,1,,,18.0,2.0,,20.0,1.0,63.0,,0.151712628,83.96875,2.0,2.0,0.0,2,0.0,2,0.05,0.5,18-25,very_low
-6266.0,,,4-Jul-20,1.0,8,18.0,1.0,1,,,,,,13.0,0.0,61.0,,0.117043547,90.625,1.0,0.0,,4,0.0,1,0.05263157894736842,1.0,18-25,very_low
-6210.0,,,4-Jul-20,120.0,14,19.0,1.0,1,1.0,,5.0,3.0,,6.0,2.0,49.0,,0.064542875,56.21875,2.0,3.0,0.0,2,0.0,1,6.0,0.5,18-25,very_low
6407.0,1.0,0.0,4-Jul-20,0.0,2,19.0,1.0,1,,,33.0,1.0,,27.0,1.0,44.0,,0.301602581,76.34375,1.0,1.0,0.0,2,0.0,2,0.0,0.5,18-25,very_low
6310.0,1.0,0.0,4-Jul-20,0.0,4,18.0,0.0,1,,,,,,13.0,,41.0,,0.244001224,55.5625,,0.0,,4,-1.0,2,0.0,0.0,18-25,very_low
-6182.0,,,4-Jul-20,1.0,14,21.0,1.0,1,,,21.0,2.0,,16.0,2.0,46.0,,0.0,54.140625,1.0,1.0,0.0,2,0.0,1,0.045454545454545456,0.25,18-25,very_low
-6205.0,,,4-Jul-20,0.0,2,19.0,0.0,1,,,13.0,1.0,0.0,25.0,2.0,39.0,,0.058645031,67.28125,1.0,1.0,0.0,2,0.0,1,0.0,0.0,18-25,very_low
-6193.0,,,4-Jul-20,660.0,6,30.0,,2,1.0,150.0,5.0,1.0,,23.0,,40.0,,0.104313982,35.7421875,2.0,1.0,0.0,2,0.0,1,21.29032258064516,,26-35,very_low
-6278.0,,,4-Jul-20,0.0,14,20.0,1.0,2,,,,,,7.0,2.0,37.0,,0.093887001,66.890625,1.0,0.0,,4,0.0,1,0.0,0.3333333333333333,18-25,very_low
-6354.0,,,4-Jul-20,0.0,1,19.0,1.0,1,,,,,,3.0,0.0,33.0,,0.0,74.546875,,0.0,,4,-1.0,1,0.0,0.5,18-25,very_low
-6260.0,,,4-Jul-20,1.0,12,19.0,0.0,1,,250.0,15.0,2.0,,23.0,0.0,31.0,,0.0,67.34375,1.0,1.0,0.0,2,0.0,1,0.05,0.0,18-25,very_low
6417.0,1.0,0.0,4-Jul-20,0.0,2,20.0,1.0,1,1.0,500.0,6.0,5.0,20.0,20.0,,45.0,,0.0,57.7421875,1.0,3.0,66.0,2,0.0,2,0.0,0.3333333333333333,18-25,very_low
-6219.0,,,4-Jul-20,0.0,12,19.0,1.0,1,,,16.0,1.0,,2.0,2.0,30.0,,0.0,65.171875,1.0,0.0,,4,0.0,1,0.0,0.5,18-25,very_low
-6372.0,,,4-Jul-20,1.0,14,18.0,1.0,1,,,,,,22.0,0.0,27.0,,0.003083971,48.1953125,,0.0,,4,-1.0,1,0.05263157894736842,1.0,18-25,very_low
-6381.0,,,4-Jul-20,0.0,4,19.0,1.0,1,1.0,,2.0,2.0,,25.0,2.0,26.0,,0.103714318,65.40625,1.0,2.0,0.0,2,0.0,1,0.0,0.5,18-25,very_low
6373.0,1.0,0.0,4-Jul-20,0.0,14,34.0,1.0,0,,5250.0,26.0,3.0,0.0,25.0,,25.0,3566.0,0.01211007,38.875,1.0,2.0,539.0,2,-1.0,2,0.0,0.058823529411764705,26-35,very_low
6302.0,1.0,0.0,4-Jul-20,0.0,1,19.0,1.0,1,,,28.0,1.0,,19.0,,25.0,,0.008155717,60.890625,1.0,1.0,0.0,2,0.0,2,0.0,0.5,18-25,very_low
-6380.0,,,4-Jul-20,0.0,11,19.0,1.0,1,1.0,,2.0,1.0,,4.0,2.0,25.0,,0.0,62.9765625,1.0,1.0,0.0,2,1.0,1,0.0,0.5,18-25,very_low
-6333.0,,,4-Jul-20,0.0,5,19.0,1.0,1,,,,,,10.0,0.0,24.0,,0.041828708,82.546875,1.0,0.0,,4,0.0,1,0.0,0.5,18-25,very_low
-6337.0,,,4-Jul-20,0.0,12,19.0,1.0,1,1.0,,6.0,1.0,0.0,16.0,3.0,22.0,,0.0,40.3125,1.0,1.0,0.0,2,2.0,1,0.0,0.5,18-25,very_low
-6244.0,,,4-Jul-20,1.0,14,18.0,1.0,1,1.0,,3.0,,31.0,12.0,0.0,22.0,,0.0,43.828125,1.0,0.0,,4,0.0,1,0.05263157894736842,1.0,18-25,very_low
6422.0,1.0,0.0,4-Jul-20,1.0,14,19.0,,1,,,13.0,1.0,,15.0,1.0,22.0,,0.087734318,42.59375,1.0,1.0,0.0,2,1.0,2,0.05,,18-25,very_low
6361.0,1.0,0.0,4-Jul-20,0.0,12,19.0,1.0,1,,,,,,0.0,0.0,23.0,,0.0,13.05078125,,0.0,,4,-1.0,2,0.0,0.5,18-25,very_low
-6223.0,,,4-Jul-20,0.0,1,20.0,2.0,1,,500.0,22.0,1.0,0.0,3.0,1.0,22.0,,0.166751255,,1.0,1.0,0.0,2,0.0,1,0.0,0.6666666666666666,18-25,very_low
6436.0,1.0,0.0,4-Jul-20,1.0,14,21.0,1.0,1,,950.0,17.0,1.0,69.0,17.0,3.0,22.0,,0.0,87.84375,,1.0,0.0,2,-1.0,2,0.045454545454545456,0.25,18-25,very_low
-6327.0,,,4-Jul-20,0.0,2,20.0,,1,,1900.0,7.0,3.0,50.0,27.0,3.0,20.0,31.0,0.146272092,82.875,1.0,1.0,0.0,2,1.0,1,0.0,,18-25,very_low
-6293.0,,,4-Jul-20,0.0,8,19.0,1.0,1,1.0,,2.0,2.0,,25.0,0.0,21.0,,0.0,79.953125,1.0,2.0,0.0,2,1.0,1,0.0,0.5,18-25,very_low
6335.0,1.0,0.0,4-Jul-20,1.0,12,19.0,1.0,1,,,27.0,1.0,,12.0,1.0,21.0,,0.0,84.328125,,1.0,0.0,2,-1.0,2,0.05,0.5,18-25,very_low
-6252.0,,,4-Jul-20,0.0,2,18.0,1.0,1,1.0,,1.0,1.0,0.0,18.0,,19.0,,0.227743183,56.015625,2.0,1.0,0.0,2,0.0,1,0.0,1.0,18-25,very_low
-6247.0,,,4-Jul-20,0.0,1,18.0,0.0,1,2.0,600.0,1.0,1.0,,3.0,0.0,19.0,0.0,0.152002608,53.6875,1.0,1.0,0.0,2,0.0,1,0.0,0.0,18-25,very_low
-6433.0,,,4-Jul-20,0.0,1,19.0,1.0,1,,100.0,15.0,3.0,,12.0,2.0,19.0,,0.056695768,77.953125,1.0,2.0,116.0,2,1.0,1,0.0,0.5,18-25,very_low
-6280.0,,,4-Jul-20,0.0,6,18.0,1.0,1,,,46.0,1.0,,13.0,0.0,19.0,,0.0,78.78125,1.0,1.0,0.0,2,0.0,1,0.0,1.0,18-25,very_low
-6269.0,,,4-Jul-20,0.0,14,18.0,0.0,1,,,25.0,1.0,,11.0,1.0,19.0,,0.0,83.640625,1.0,1.0,0.0,2,0.0,1,0.0,0.0,18-25,very_low
6196.0,1.0,0.0,4-Jul-20,0.0,1,19.0,0.0,1,,,25.0,1.0,,18.0,3.0,19.0,,0.004606883,71.5625,1.0,1.0,0.0,2,0.0,2,0.0,0.0,18-25,very_low
6183.0,1.0,0.0,4-Jul-20,0.0,3,20.0,1.0,1,,,11.0,,26.0,16.0,1.0,19.0,,0.08144061,61.7578125,1.0,0.0,,4,0.0,2,0.0,0.3333333333333333,18-25,very_low
6441.0,1.0,0.0,4-Jul-20,0.0,3,18.0,0.0,1,,,,,,21.0,,19.0,,0.119196091,55.796875,1.0,0.0,,4,0.0,2,0.0,0.0,18-25,very_low
6468.0,1.0,0.0,4-Jul-20,0.0,14,19.0,1.0,1,,,,,,11.0,2.0,19.0,,0.0,75.828125,,0.0,,4,-1.0,2,0.0,0.5,18-25,very_low
-6424.0,,,4-Jul-20,0.0,7,19.0,0.0,1,,,,,,20.0,0.0,19.0,,0.048488274,76.328125,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
6311.0,1.0,0.0,4-Jul-20,0.0,8,19.0,1.0,1,,200.0,7.0,2.0,26.0,6.0,1.0,17.0,,0.0,58.9765625,1.0,2.0,0.0,2,1.0,2,0.0,0.5,18-25,very_low
6319.0,1.0,0.0,4-Jul-20,400.0,14,18.0,,1,,,31.0,1.0,,12.0,0.0,18.0,,0.0,37.3203125,,1.0,0.0,2,-1.0,2,21.05263157894737,,18-25,very_low
6398.0,1.0,0.0,4-Jul-20,0.0,1,20.0,1.0,1,1.0,,4.0,1.0,39.0,8.0,3.0,18.0,,0.0,53.3125,,1.0,0.0,2,-1.0,2,0.0,0.3333333333333333,18-25,very_low
-6324.0,,,4-Jul-20,0.0,14,27.0,1.0,1,1.0,,2.0,2.0,,2.0,3.0,17.0,,0.085765492,43.75,2.0,1.0,0.0,2,1.0,1,0.0,0.1,26-35,very_low
6314.0,1.0,0.0,4-Jul-20,0.0,14,20.0,1.0,1,,,36.0,1.0,,18.0,1.0,17.0,,0.0,77.71875,,1.0,0.0,2,-1.0,2,0.0,0.3333333333333333,18-25,very_low
-6265.0,,,4-Jul-20,0.0,2,19.0,1.0,1,1.0,,2.0,1.0,1.0,18.0,1.0,17.0,,0.0,85.40625,1.0,1.0,0.0,2,0.0,1,0.0,0.5,18-25,very_low
6371.0,1.0,0.0,4-Jul-20,0.0,4,19.0,1.0,1,,,33.0,1.0,,9.0,2.0,16.0,,0.0,65.84375,,1.0,0.0,2,-1.0,2,0.0,0.5,18-25,very_low
-6345.0,,,4-Jul-20,0.0,6,18.0,0.0,1,,,,,,13.0,1.0,15.0,,0.008439675,80.484375,,0.0,,4,-1.0,1,0.0,0.0,18-25,very_low
-6447.0,,,4-Jul-20,0.0,2,22.0,2.0,1,1.0,850.0,5.0,4.0,85.0,22.0,,16.0,,0.112897884,48.6875,1.0,3.0,576.0,2,2.0,1,0.0,0.4,18-25,very_low
-6236.0,,,4-Jul-20,0.0,11,21.0,2.0,1,,50.0,11.0,3.0,,7.0,5.0,15.0,,0.615094785,65.78125,3.0,1.0,651.0,2,0.0,1,0.0,0.5,18-25,very_low
-6279.0,,,4-Jul-20,0.0,13,19.0,1.0,1,1.0,500.0,3.0,2.0,,11.0,0.0,15.0,60.0,0.010166735,49.21875,1.0,2.0,0.0,2,0.0,1,0.0,0.5,18-25,very_low
6409.0,1.0,0.0,4-Jul-20,0.0,1,18.0,1.0,1,,,21.0,1.0,,9.0,,14.0,,0.0,82.53125,,1.0,0.0,2,-1.0,2,0.0,1.0,18-25,very_low
6416.0,1.0,0.0,4-Jul-20,1.0,14,20.0,1.0,1,,250.0,9.0,1.0,44.0,11.0,2.0,14.0,,0.141066134,65.875,,1.0,0.0,2,-1.0,2,0.047619047619047616,0.3333333333333333,18-25,very_low
6483.0,1.0,0.0,4-Jul-20,0.0,6,19.0,1.0,1,,,8.0,1.0,0.0,18.0,1.0,16.0,,0.0,73.671875,1.0,1.0,0.0,2,0.0,2,0.0,0.5,18-25,very_low
-6256.0,,,4-Jul-20,0.0,6,17.0,1.0,1,,,,,,8.0,,15.0,,0.124187055,81.484375,1.0,0.0,,4,0.0,1,0.0,,18-25,very_low
6198.0,1.0,0.0,4-Jul-20,0.0,14,20.0,1.0,1,,300.0,16.0,2.0,50.0,8.0,3.0,15.0,,0.0,67.34375,1.0,1.0,0.0,2,0.0,2,0.0,0.3333333333333333,18-25,very_low
6215.0,1.0,0.0,4-Jul-20,60.0,1,18.0,1.0,1,,,63.0,1.0,,4.0,0.0,14.0,,0.100889839,88.09375,1.0,1.0,0.0,2,0.0,2,3.1578947368421053,1.0,18-25,very_low
-6197.0,,,4-Jul-20,1.0,3,17.0,1.0,1,,,,,,20.0,,14.0,,0.03875439,84.765625,1.0,0.0,,4,0.0,1,0.05555555555555555,,18-25,very_low
-6426.0,,,4-Jul-20,0.0,14,19.0,2.0,1,,600.0,12.0,2.0,524.0,8.0,2.0,13.0,,0.170898369,88.703125,1.0,1.0,540.0,2,-1.0,1,0.0,1.0,18-25,very_low
-6313.0,,,4-Jul-20,10.0,2,18.0,1.0,1,,,49.0,1.0,,14.0,0.0,13.0,,0.0,73.390625,1.0,1.0,0.0,2,0.0,1,0.5263157894736842,1.0,18-25,very_low
6189.0,1.0,0.0,4-Jul-20,0.0,6,18.0,0.0,1,1.0,,6.0,1.0,,23.0,0.0,12.0,,0.0,66.71875,2.0,1.0,0.0,2,0.0,2,0.0,0.0,18-25,very_low
-6258.0,,,4-Jul-20,0.0,1,19.0,1.0,1,,,,,,12.0,3.0,13.0,,0.098311219,63.9765625,1.0,0.0,,4,0.0,1,0.0,0.5,18-25,very_low
-6246.0,,,4-Jul-20,0.0,14,18.0,1.0,1,,,,,,19.0,1.0,12.0,,0.148304805,63.5,1.0,0.0,,4,0.0,1,0.0,1.0,18-25,very_low
-6254.0,,,4-Jul-20,0.0,1,19.0,1.0,1,1.0,950.0,2.0,2.0,,23.0,1.0,13.0,,0.197081358,57.2734375,1.0,2.0,0.0,2,0.0,1,0.0,0.5,18-25,very_low
-6220.0,,,4-Jul-20,0.0,6,18.0,1.0,1,1.0,150.0,2.0,,,26.0,1.0,11.0,,0.0,67.4375,1.0,0.0,,4,0.0,1,0.0,1.0,18-25,very_low
-6276.0,,,4-Jul-20,0.0,1,18.0,1.0,1,,,,,,7.0,0.0,12.0,,0.0,68.046875,1.0,0.0,,4,0.0,1,0.0,1.0,18-25,very_low
-6255.0,,,4-Jul-20,0.0,3,18.0,0.0,1,,,,,,13.0,0.0,11.0,,0.0,67.59375,1.0,0.0,,4,0.0,1,0.0,0.0,18-25,very_low
-6406.0,,,4-Jul-20,0.0,3,18.0,1.0,1,,,36.0,1.0,,17.0,0.0,10.0,,0.0,73.6875,,1.0,0.0,2,-1.0,1,0.0,1.0,18-25,very_low
6405.0,1.0,0.0,4-Jul-20,0.0,1,19.0,1.0,1,,50.0,14.0,1.0,,19.0,0.0,11.0,,0.297204643,65.453125,1.0,1.0,0.0,2,0.0,2,0.0,0.5,18-25,very_low
-6283.0,,,4-Jul-20,1.0,2,19.0,1.0,1,,,13.0,1.0,,11.0,0.0,11.0,,0.055946539,55.6953125,1.0,1.0,0.0,2,0.0,1,0.05,0.5,18-25,very_low
6408.0,1.0,0.0,4-Jul-20,0.0,3,18.0,1.0,1,,,,,,5.0,0.0,11.0,,0.055234688,99.0,1.0,0.0,,4,1.0,2,0.0,1.0,18-25,very_low
6194.0,1.0,0.0,4-Jul-20,0.0,10,18.0,1.0,1,,,,,,5.0,0.0,10.0,,0.0,43.8203125,1.0,0.0,,4,0.0,2,0.0,1.0,18-25,very_low
6180.0,1.0,0.0,4-Jul-20,0.0,12,17.0,1.0,1,,,,,,3.0,0.0,9.0,,0.0,71.765625,1.0,0.0,,4,0.0,2,0.0,,18-25,very_low
6347.0,1.0,0.0,4-Jul-20,1.0,8,18.0,1.0,1,,,,,,24.0,0.0,9.0,,0.058278242,86.8125,,0.0,,4,-1.0,2,0.05263157894736842,1.0,18-25,very_low
6392.0,1.0,0.0,4-Jul-20,0.0,3,19.0,0.0,1,,,,,,3.0,0.0,10.0,,0.046891989,56.8828125,1.0,0.0,,4,1.0,2,0.0,0.0,18-25,very_low
-6355.0,,,4-Jul-20,0.0,14,18.0,0.0,1,1.0,,3.0,1.0,1.0,8.0,1.0,9.0,,0.0,26.90625,1.0,1.0,0.0,2,2.0,1,0.0,0.0,18-25,very_low
-6206.0,,,4-Jul-20,0.0,13,21.0,0.0,1,1.0,950.0,4.0,1.0,85.0,8.0,4.0,9.0,992.0,0.024459966,46.2734375,1.0,0.0,,4,0.0,1,0.0,0.0,18-25,very_low
-6229.0,,,4-Jul-20,0.0,8,19.0,1.0,1,,,43.0,,,14.0,1.0,8.0,,0.0,50.5234375,1.0,0.0,,4,0.0,1,0.0,0.5,18-25,very_low
6343.0,1.0,0.0,4-Jul-20,0.0,14,18.0,1.0,1,1.0,150.0,4.0,,,,,7.0,,0.061284329,34.3203125,1.0,0.0,,4,2.0,2,0.0,1.0,18-25,very_low
6342.0,1.0,0.0,4-Jul-20,1.0,14,19.0,1.0,1,,,17.0,1.0,0.0,3.0,2.0,7.0,,0.0,82.0,1.0,1.0,0.0,2,0.0,2,0.05,0.5,18-25,very_low
-6191.0,,,4-Jul-20,0.0,8,18.0,1.0,1,2.0,,2.0,1.0,26.0,13.0,0.0,7.0,,0.05456764,76.421875,2.0,1.0,0.0,2,0.0,1,0.0,1.0,18-25,very_low
6204.0,1.0,0.0,4-Jul-20,0.0,14,18.0,1.0,1,,,,,,27.0,0.0,8.0,,0.0230329,72.703125,1.0,0.0,,4,0.0,2,0.0,1.0,18-25,very_low
-6253.0,,,4-Jul-20,1.0,12,18.0,1.0,1,,,13.0,1.0,,0.0,,8.0,,0.04279843,53.4609375,2.0,1.0,0.0,2,0.0,1,0.05263157894736842,1.0,18-25,very_low
-6399.0,,,4-Jul-20,0.0,4,18.0,1.0,1,4.0,850.0,2.0,1.0,1.0,4.0,1.0,6.0,124.0,0.500284636,33.2109375,3.0,1.0,0.0,2,1.0,1,0.0,1.0,18-25,very_low
-6261.0,,,4-Jul-20,0.0,3,18.0,0.0,1,,,,,,12.0,2.0,6.0,,0.0,85.46875,1.0,0.0,,4,0.0,1,0.0,0.0,18-25,very_low
-6452.0,,,4-Jul-20,2.0,10,18.0,1.0,1,,,8.0,1.0,1.0,16.0,,7.0,,0.0,68.125,,1.0,0.0,2,-1.0,1,0.10526315789473684,1.0,18-25,very_low
-6195.0,,,4-Jul-20,1.0,2,20.0,4.0,1,,,17.0,,0.0,,,6.0,,0.0,,1.0,0.0,,4,0.0,1,0.047619047619047616,1.3333333333333333,18-25,very_low
6461.0,1.0,0.0,4-Jul-20,0.0,3,18.0,0.0,1,,,,,,16.0,0.0,6.0,,0.073455001,51.0703125,1.0,0.0,,4,0.0,2,0.0,0.0,18-25,very_low
6459.0,1.0,0.0,4-Jul-20,1.0,3,17.0,1.0,1,,,,,,11.0,,5.0,,0.0,29.2265625,,0.0,,4,-1.0,2,0.05555555555555555,,18-25,very_low
-6377.0,,,4-Jul-20,0.0,1,19.0,1.0,1,,,30.0,1.0,,5.0,2.0,5.0,,0.197581218,44.21875,,1.0,0.0,2,-1.0,1,0.0,0.5,18-25,very_low
6449.0,1.0,0.0,4-Jul-20,0.0,14,19.0,1.0,1,,250.0,6.0,1.0,,,,6.0,0.0,0.119008147,70.140625,,1.0,0.0,2,-1.0,2,0.0,0.5,18-25,very_low
6344.0,1.0,0.0,4-Jul-20,0.0,1,18.0,1.0,1,,,,,,,,4.0,,0.090521469,31.9765625,,0.0,,4,-1.0,2,0.0,1.0,18-25,very_low
6456.0,1.0,0.0,4-Jul-20,1.0,10,18.0,1.0,1,,,8.0,1.0,0.0,15.0,,6.0,,0.0,64.75,,1.0,0.0,2,-1.0,2,0.05263157894736842,1.0,18-25,very_low
6225.0,1.0,0.0,4-Jul-20,0.0,3,20.0,1.0,1,1.0,,3.0,2.0,0.0,3.0,2.0,7.0,,0.078380499,65.921875,1.0,2.0,0.0,2,0.0,2,0.0,0.3333333333333333,18-25,very_low
-6227.0,,,4-Jul-20,0.0,10,18.0,0.0,1,,,26.0,1.0,,19.0,,4.0,,0.0,59.015625,1.0,1.0,0.0,2,0.0,1,0.0,0.0,18-25,very_low
-6237.0,,,4-Jul-20,0.0,1,17.0,1.0,1,,,,,,11.0,,4.0,,0.37741378,52.1484375,1.0,0.0,,4,0.0,1,0.0,,18-25,very_low
-6222.0,,,4-Jul-20,0.0,3,19.0,1.0,1,,,8.0,2.0,25.0,5.0,1.0,8.0,,0.074272201,72.03125,2.0,1.0,0.0,2,0.0,1,0.0,0.5,18-25,very_low
-6378.0,,,4-Jul-20,0.0,1,19.0,1.0,1,,,,,,,0.0,4.0,,0.0,51.3984375,,0.0,,4,-1.0,1,0.0,0.5,18-25,very_low
6427.0,1.0,0.0,4-Jul-20,1.0,14,19.0,1.0,1,,,11.0,2.0,20.0,,2.0,5.0,,0.058719963,67.0625,1.0,1.0,0.0,2,1.0,2,0.05,0.5,18-25,very_low
-6267.0,,,4-Jul-20,0.0,14,18.0,1.0,1,1.0,,1.0,,0.0,0.0,0.0,4.0,,0.020044579,65.078125,1.0,0.0,,4,0.0,1,0.0,1.0,18-25,very_low
6312.0,1.0,0.0,4-Jul-20,0.0,3,18.0,0.0,1,2.0,150.0,4.0,,0.0,,,1.0,,0.355612787,34.296875,1.0,0.0,,4,2.0,2,0.0,0.0,18-25,very_low
6451.0,1.0,0.0,4-Jul-20,0.0,1,18.0,1.0,1,,,23.0,1.0,,10.0,0.0,8.0,,0.0,62.0546875,,1.0,0.0,2,-1.0,2,0.0,1.0,18-25,very_low
-6382.0,,,4-Jul-20,0.0,14,19.0,1.0,1,,,,,,,,3.0,,0.14854712,50.9140625,,0.0,,4,-1.0,1,0.0,0.5,18-25,very_low
6479.0,1.0,0.0,4-Jul-20,0.0,6,18.0,1.0,1,,,,,,15.0,0.0,11.0,,0.0,60.7734375,,0.0,,4,-1.0,2,0.0,1.0,18-25,very_low
-6268.0,,,4-Jul-20,0.0,2,20.0,3.0,1,,,39.0,1.0,,0.0,11.0,2.0,,0.0,94.0,1.0,1.0,0.0,2,0.0,1,0.0,1.0,18-25,very_low
6325.0,1.0,0.0,4-Jul-20,1.0,12,17.0,1.0,1,,,,,,12.0,,3.0,,0.038900158,80.125,,0.0,,4,-1.0,2,0.05555555555555555,,18-25,very_low
6292.0,1.0,0.0,4-Jul-20,0.0,4,18.0,1.0,1,,,,,,5.0,0.0,2.0,,0.0,84.578125,1.0,0.0,,4,1.0,2,0.0,1.0,18-25,very_low
6425.0,1.0,0.0,4-Jul-20,0.0,11,18.0,1.0,1,,,,,,,,2.0,,0.054548777,42.8046875,1.0,0.0,,4,0.0,2,0.0,1.0,18-25,very_low
-6259.0,,,4-Jul-20,1.0,8,18.0,1.0,1,1.0,,6.0,,0.0,,5.0,9.0,,0.028006919,56.984375,1.0,0.0,,4,0.0,1,0.05263157894736842,1.0,18-25,very_low
-6450.0,,,4-Jul-20,280.0,1,27.0,1.0,1,,,17.0,2.0,,28.0,,1.0,,0.232706154,36.6796875,,1.0,0.0,2,-1.0,1,10.0,0.1,26-35,very_low
-6232.0,,,4-Jul-20,0.0,1,19.0,1.0,1,,,26.0,1.0,,0.0,0.0,2.0,,0.170835568,37.2890625,1.0,0.0,,0,0.0,1,0.0,0.5,18-25,very_low
6428.0,1.0,0.0,4-Jul-20,0.0,8,18.0,1.0,1,,,24.0,1.0,,15.0,0.0,2.0,,0.0,84.59375,,1.0,0.0,2,-1.0,2,0.0,1.0,18-25,very_low
-6442.0,,,4-Jul-20,1.0,14,19.0,1.0,1,,50.0,6.0,1.0,,,,1.0,,0.4217892,68.4375,,1.0,0.0,2,-1.0,1,0.05,0.5,18-25,very_low
-6330.0,,,4-Jul-20,0.0,2,18.0,1.0,1,,,,,,10.0,0.0,11.0,,0.007388415,78.59375,,0.0,,4,-1.0,1,0.0,1.0,18-25,very_low
-6277.0,,,4-Jul-20,0.0,8,30.0,1.0,2,,,,,,,,,,0.386505561,68.421875,1.0,0.0,,4,0.0,1,0.0,0.07692307692307693,26-35,very_low
-6383.0,,,4-Jul-20,0.0,1,21.0,1.0,1,,650.0,7.0,2.0,46.0,,2.0,,311.0,0.0,69.703125,1.0,2.0,365.0,2,-1.0,1,0.0,0.25,18-25,very_low
6190.0,1.0,0.0,4-Jul-20,0.0,1,19.0,1.0,1,,,7.0,,0.0,3.0,2.0,2.0,,0.040000692,32.4296875,1.0,0.0,,4,0.0,2,0.0,0.5,18-25,very_low
6306.0,1.0,0.0,4-Jul-20,0.0,1,19.0,1.0,1,,,10.0,1.0,84.0,6.0,0.0,,,0.099739015,46.8125,,1.0,0.0,2,-1.0,2,0.0,0.5,18-25,very_low
6370.0,1.0,0.0,4-Jul-20,2.0,14,23.0,,3,,,,,,,,,,0.060357587,31.80078125,,0.0,,4,-1.0,2,0.08333333333333333,,18-25,very_low
6186.0,1.0,0.0,4-Jul-20,0.0,8,19.0,0.0,1,,,14.0,1.0,0.0,2.0,1.0,13.0,,0.0,47.03125,1.0,1.0,0.0,2,0.0,2,0.0,0.0,18-25,very_low
-6331.0,,,4-Jul-20,980.0,14,24.0,,3,,,31.0,4.0,0.0,,0.0,,,0.602757039,47.8125,1.0,3.0,0.0,2,-1.0,1,39.2,,18-25,very_low
-6340.0,,,4-Jul-20,0.0,14,21.0,1.0,2,,,34.0,2.0,,,,,,0.06807936,41.3203125,1.0,2.0,0.0,2,-1.0,1,0.0,0.25,18-25,very_low
-6348.0,,,4-Jul-20,0.0,2,22.0,1.0,3,,6300.0,24.0,2.0,,,2.0,,4403.0,0.31839597,75.53125,1.0,2.0,23.0,2,-1.0,1,0.0,0.2,18-25,very_low
-6221.0,,,4-Jul-20,0.0,3,24.0,1.0,2,,,23.0,2.0,60.0,,0.0,,,0.0,40.2734375,1.0,2.0,0.0,2,0.0,1,0.0,0.14285714285714285,18-25,very_low
-6275.0,,,4-Jul-20,0.0,14,18.0,1.0,1,,,,,,0.0,,13.0,,0.055150186,60.359375,1.0,0.0,,4,0.0,1,0.0,1.0,18-25,very_low
6323.0,1.0,0.0,4-Jul-20,1.0,5,18.0,0.0,1,,,44.0,1.0,,,,,,0.0,74.8125,,1.0,0.0,2,-1.0,2,0.05263157894736842,0.0,18-25,very_low
-6376.0,,,4-Jul-20,1100.0,14,21.0,,1,,150.0,18.0,2.0,,,,,,0.190132882,48.9375,1.0,2.0,157.0,1,3.0,1,50.0,,18-25,very_low
6393.0,1.0,0.0,4-Jul-20,0.0,14,19.0,1.0,1,,,30.0,1.0,,,3.0,,,0.179168141,58.6171875,1.0,1.0,0.0,2,0.0,2,0.0,0.5,18-25,very_low
