app_id,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,app_date.1,target
10971,2020-08-29,0,SO,23,,P,,,25,1,,20,3,11,,0.0,35.359375,,1,0,3,-1,,1.0
10972,2020-08-29,1,SA,21,3,P,,,16,2,,,,9,,0.0,46.78125,1,2,76,3,-1,,1.0
10951,2020-08-29,100,SH,23,5,,,,19,1,18,,,,,0.464338949,46.203125,1,1,0,3,0,,1.0
10959,2020-08-29,1,SO,23,,R,,,,,,,,,,0.104576106,39.1171875,,0,,5,-1,,1.0
10954,2020-08-29,0,SF,22,,R,,,,,,,,,,0.0,64.15625,,0,,5,-1,,1.0
10956,2020-08-29,1,SC,18,1,P,,,,,,4,0,8,,0.0,44.578125,,0,,5,-1,,0.0
10962,2020-08-29,0,SO,18,,P,,,23,1,,20,,7,,0.182711741,39.375,1,1,0,3,1,,0.0
10958,2020-08-29,0,SC,19,1,P,,,,,,,,,,0.0,,,0,,4,-1,,0.0
10988,2020-08-30,1,SH,20,3,P,,500,10,2,,10,,25,0,0.035220992,57.765625,1,2,1098,3,-1,,1.0
11000,2020-08-30,260,SO,18,,P,,,,,,15,0,11,,0.0,56.8125,,0,,5,-1,,1.0
11004,2020-08-30,900,SC,21,4,P,,,20,2,0,7,2,4,,0.028480272,75.609375,1,2,0,3,0,,1.0
11005,2020-08-30,1,SO,19,1,P,2,,3,1,0,1,1,3,,0.515828706,56.9140625,1,1,0,3,1,,1.0
10991,2020-08-30,0,SO,27,,R,1,,2,1,,,,,,0.311991819,65.515625,,1,0,3,-1,,1.0
10998,2020-08-30,1,SC,20,1,R,1,250,2,,,,,,,0.105853551,41.796875,,0,,5,-1,,1.0
11007,2020-08-30,0,SL,26,1,R,,,,,,,,,,0.0,28.125,1,0,,5,0,,1.0
11011,2020-08-30,0,SF,19,,R,,,,,,,,,,0.228786383,28.76171875,,0,,5,-1,,1.0
10982,2020-08-30,0,SA,25,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
10997,2020-08-30,0,SA,18,1,P,,750,24,1,,5,,11,,0.071621456,84.21875,2,1,0,3,0,,0.0
11003,2020-08-30,1,SO,23,,,,,,,,,,,,0.0,,,0,,4,-1,,0.0
10994,2020-08-30,1,SB,27,,R,,,,,,,,,,0.2608837,54.953125,,0,,5,-1,,0.0
11023,2020-08-31,0,SO,19,1,P,,,12,,1,23,,12,,0.101651896,78.765625,1,0,,5,1,,1.0
11046,2020-08-31,1,SO,19,1,P,,,31,1,,9,1,7,,0.022857958,78.8125,1,1,0,3,1,,1.0
11043,2020-08-31,500,SO,21,,R,,750,19,2,,,,,467,0.168154426,72.328125,1,2,296,3,-1,,1.0
11027,2020-08-31,1,SO,25,,,,,,,,,,,,0.0,,,0,,4,-1,,1.0
11022,2020-08-31,0,SA,18,1,P,1,,4,,191,16,,59,,0.068232137,77.21875,1,0,,5,2,,0.0
11037,2020-08-31,1,SE,19,1,P,,,61,1,,1,1,47,,0.0,81.640625,1,1,507,3,-1,,0.0
11039,2020-08-31,1,SH,20,2,P,,750,18,2,,3,3,9,62,0.07655913,47.9453125,1,2,0,3,-1,,0.0
11041,2020-08-31,0,SO,28,1,R,,,,,,,,,,0.0,,,0,,4,-1,,0.0
11057,2020-09-01,1,SO,20,1,,1,350,2,1,0,21,0,14,62,0.049470491,74.328125,,1,0,3,-1,,1.0
11054,2020-09-01,700,SE,30,2,P,1,2850,5,1,0,17,11,4,1055,0.156811628,31.14453125,1,1,75,3,-1,,1.0
11059,2020-09-01,0,SL,25,5,P,,,60,1,,2,,4,,0.030707451,75.34375,,0,,5,2,,1.0
11053,2020-09-01,0,SE,20,2,P,,,,,,17,0,5,,0.170857123,41.1015625,,0,,5,-1,,1.0
11061,2020-09-01,0,SA,20,3,P,1,100,2,1,0,,5,4,,0.199569668,80.125,1,1,556,3,-1,,1.0
11063,2020-09-01,1,SO,16,,P,,,,,,,,3,,0.0,,,0,,5,-1,,1.0
11080,2020-09-01,1,FT,32,,R,,,,,,,,,,0.0,55.6640625,,0,,5,-1,,1.0
11081,2020-09-01,0,SO,24,,R,,,,,,,,,,0.068150949,37.953125,,0,,5,-1,,1.0
11077,2020-09-01,0,SO,18,,,,,,,,,,,,0.0,10.73632813,,0,,5,-1,,1.0
11052,2020-09-01,0,SO,21,,R,,,,,,,,,,0.22375474,81.71875,,0,,5,-1,,1.0
11072,2020-09-01,0,SA,20,1,,,,18,2,,0,,6,,0.416812078,59.828125,1,2,0,3,-1,,0.0
11091,2020-09-02,600,SO,27,1,R,1,,2,2,1,2,1,3,,0.121390369,53.109375,,1,0,3,2,,1.0
11094,2020-09-02,0,SA,56,,H,,,,,,4,2,3,,0.0,75.21875,,0,,5,-1,,1.0
11102,2020-09-02,0,SO,36,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
11087,2020-09-02,500,SO,28,,R,,,,,,,,,,0.232219681,37.5703125,,0,,5,-1,,1.0
11088,2020-09-02,500,SO,20,,P,,,,,,,,,,0.0,18.81640625,1,0,,5,1,,0.0
11107,2020-09-02,0,SC,18,1,P,,,,,,,,,,0.293849672,15.99609375,,0,,5,-1,,0.0
11101,2020-09-02,0,SD,24,1,P,,,,,,,,,,0.138987372,31.77734375,1,0,,5,0,,0.0
11097,2020-09-02,0,SO,20,1,P,,,,,,,,,,0.0,,,0,,4,-1,,0.0
11142,2020-09-05,0,SA,18,1,P,,,46,1,,13,0,29,,0.0,92,,1,0,3,-1,,1.0
11159,2020-09-05,0,SB,19,1,P,,,42,1,,21,0,29,,0.0,97.5,1,1,0,3,0,,1.0
11148,2020-09-05,1,SN,19,1,P,1,,5,,,6,2,27,,0.054796449,66.0625,1,0,,5,0,,1.0
11155,2020-09-05,0,SC,19,1,P,,,,,,7,2,24,,0.171990323,67.5,1,0,,5,1,,1.0
11165,2020-09-05,1,SO,20,1,P,1,50,5,1,0,17,2,19,,0.097231347,39.2890625,,1,0,3,-1,,1.0
11122,2020-09-05,400,SC,18,,P,,,,,,,,12,,0.129931528,61.9609375,1,0,,5,0,,1.0
11126,2020-09-05,0,SA,21,,P,,,44,1,,16,3,5,,0.049910981,19.7578125,1,1,0,3,0,,1.0
11147,2020-09-05,1,SO,20,,P,,,,,,0,0,2,,0.493180749,22.42578125,,0,,5,-1,,1.0
11162,2020-09-05,0,SL,34,1,R,,,,,,,,,,0.1328147,49.0390625,,0,,5,-1,,1.0
11157,2020-09-05,0,SO,23,1,P,,,,,,,,,,0.0,,,0,,4,-1,,1.0
11167,2020-09-05,0,SA,18,1,R,,,,,,13,0,30,,0.072048502,77.5,1,0,,5,1,,0.0
11152,2020-09-05,1,SH,18,1,,1,,5,2,50,9,0,25,,0.0,71.34375,1,2,0,3,-1,,0.0
11156,2020-09-05,0,SO,20,2,P,1,50,3,1,45,2,2,11,,0.098435574,62.921875,,1,0,3,-1,,0.0
11153,2020-09-05,2,SO,21,1,P,,,12,2,50,12,2,11,,0.150144844,50.2265625,1,2,46,3,0,,0.0
11133,2020-09-05,200,SO,22,,P,,,,,,1,2,,,0.0,51.9921875,1,0,,5,0,,0.0
11161,2020-09-05,1,SE,21,1,P,,,,,,,,,,0.0,35.4296875,1,0,,5,1,,0.0
11119,2020-09-05,800,SA,20,,,,,,,,,,,,0.139769923,42.3359375,,0,,5,-1,,0.0
11175,2020-09-06,0,SD,19,1,P,,150,9,,,16,0,43,0,0.0,67.171875,1,0,,5,0,,1.0
11209,2020-09-06,1,SO,18,1,P,2,,2,2,0,13,0,41,,0.25847426,64.125,1,2,0,3,1,,1.0
11177,2020-09-06,0,SO,19,1,P,,,15,2,0,1,12,23,,0.045462247,80.578125,1,1,1225,3,0,,1.0
11190,2020-09-06,0,SO,19,2,P,1,150,5,,,15,0,17,32,0.0,75.09375,,0,,5,-1,,1.0
11199,2020-09-06,1,SO,21,4,P,,1650,14,2,0,4,,14,,0.0,65.109375,1,2,1692,3,3,,1.0
11180,2020-09-06,0,SO,22,6,P,,,14,3,,,,10,,0.308184608,69.84375,1,3,59,3,-1,,1.0
11187,2020-09-06,0,SA,19,1,P,,,34,1,,6,,9,,0.274863302,53.15625,,1,0,3,-1,,1.0
11210,2020-09-06,0,SA,18,1,P,1,,5,1,,9,0,7,,0.083793472,71.578125,,1,0,3,-1,,1.0
11181,2020-09-06,0,SO,17,,P,,,,,,0,,6,,0.0,,,0,,5,-1,,1.0
11201,2020-09-06,0,SM,18,1,P,1,100,4,,,17,0,6,31,0.0,54.6484375,,0,,5,-1,,1.0
11191,2020-09-06,0,SA,19,2,R,1,,5,1,24,8,1,3,,0.045076398,66.078125,,1,0,3,-1,,1.0
11176,2020-09-06,1,SF,31,,R,1,,5,1,,,,2,,0.303312166,63.9765625,,1,0,3,-1,,1.0
11192,2020-09-06,0,SK,27,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
11185,2020-09-06,1,SB,23,,R,,,,,,,,,,0.318060853,40.3828125,,0,,5,-1,,1.0
11188,2020-09-06,0,SO,18,1,R,,,7,1,85,6,1,15,,0.006181572,74.671875,1,1,0,3,1,,0.0
11183,2020-09-06,360,SL,21,1,P,1,,1,1,0,15,4,7,,0.137419649,58.09375,1,1,0,3,1,,0.0
11198,2020-09-06,0,SO,19,1,P,,,37,1,,16,,6,,0.230280044,49.25,,1,0,3,-1,,0.0
11196,2020-09-06,0,SO,19,1,P,,,,,,1,0,5,,0.378201217,53.078125,,0,,5,-1,,0.0
11197,2020-09-06,0,SO,22,1,,,,,,,,,1,,0.0,32.671875,,0,,5,-1,,0.0
11194,2020-09-06,0,SD,20,1,R,,,17,,0,,,,,0.066177995,33.84375,1,0,,5,1,,0.0
11178,2020-09-06,520,SO,20,,R,7,1000,1,,154,,,,154,0.0,27.91796875,4,0,,5,0,,0.0
11195,2020-09-06,200,SE,24,,R,,,,,,,,,,0.079499007,32.5234375,,0,,5,-1,,0.0
11214,2020-09-07,0,SE,20,1,P,1,,1,,0,14,0,54,,0.008797282,77.578125,2,0,,5,1,,1.0
11221,2020-09-07,140,SO,17,,P,,,,,,,,11,,0.110216125,29.4609375,,0,,5,-1,,1.0
11223,2020-09-07,1,SO,22,,P,,,,,,,,9,,0.680610295,44.8046875,1,0,,5,1,,1.0
11216,2020-09-07,0,SO,24,,R,2,,4,1,0,,,,,0.214265765,38.78125,1,1,0,3,1,,1.0
11230,2020-09-07,780,SO,27,,R,,,,,,,,,,0.091563538,80.359375,2,0,,5,0,,1.0
11226,2020-09-07,1500,SB,23,,H,,,,,,13,,,,0.244056214,26.47265625,1,0,,5,1,,1.0
11236,2020-09-07,340,SO,19,,,,,,,,,,,,0.0,,,0,,5,-1,,1.0
11229,2020-09-07,560,SO,22,,R,,,,,,,,,,0.081513216,35.75,,0,,5,-1,,1.0
11218,2020-09-07,0,SE,21,1,H,,,,,,,,,,0.13032456,49.8046875,1,0,,5,1,,0.0
11263,2020-09-08,400,SG,25,,P,1,3050,6,1,,18,7,13,123,0.0,35.40625,1,1,0,3,2,,1.0
11252,2020-09-08,400,SA,19,,P,,150,11,,,13,1,24,,0.154545886,82.125,,0,,5,4,,1.0
11254,2020-09-08,0,SM,24,99999,P,1,3300,1,2,,14,6,9,93,0.0,60.6796875,1,2,1851,3,1,,1.0
11256,2020-09-08,0,SO,21,,,,,,,,,,,,0.0,72.90625,,0,,5,-1,,1.0
11246,2020-09-08,2,SB,26,,R,,,,,,,,,,0.0,73.671875,,0,,5,-1,,1.0
11257,2020-09-08,200,SF,18,,P,1,,3,1,289,2,0,3,,0.116569927,,,0,,5,3,,0.0
11250,2020-09-08,800,SO,20,,P,,,19,1,,,,,,0.002409627,14.09765625,,1,0,3,3,,0.0
11272,2020-09-08,0,SH,19,1,,,,,,,,,,,0.028255767,12.94921875,,0,,5,-1,,0.0
11266,2020-09-08,0,SL,21,1,R,,,,,,,,,,0.073746249,50.1640625,,0,,5,-1,,0.0
11265,2020-09-08,0,SD,18,1,,,,,,,,,,,0.41611738,45.5,,0,,5,-1,,0.0
11258,2020-09-08,0,SD,39,1,R,,,,,,,,,,0.266168502,44.8203125,,0,,5,-1,,0.0
11255,2020-09-08,0,SO,27,,R,,,,,,,,,,0.018180444,62.1328125,,0,,5,-1,,0.0
11287,2020-09-09,0,SO,18,1,P,,,,,,18,0,28,,0.0,81.0625,,0,,5,-1,,1.0
11288,2020-09-09,1,SO,19,1,P,,,22,1,,,,4,,0.369948746,78.609375,1,1,0,3,1,,1.0
11293,2020-09-09,1,SA,20,,R,,,,,,,,,,0.32295285,4.227539063,,0,,5,-1,,1.0
11285,2020-09-09,0,SO,20,1,P,,,17,,0,13,1,11,,0.0,62.4375,1,0,,5,0,,0.0
11295,2020-09-09,0,SF,19,1,R,,,18,,,6,0,4,,0.070169351,60.59375,,0,,5,-1,,0.0
11290,2020-09-09,0,SO,28,,R,1,150,1,1,,,,,,0.0,,2,1,0,3,1,,0.0
11277,2020-09-09,0,SO,20,,R,,,,,,,,,,0.0,56,,0,,5,-1,,0.0
11347,2020-09-12,400,SF,20,,P,,,,,,,2,10,,0.0,71.921875,,0,,5,-1,2035-03-07,1.0
11336,2020-09-12,0,SO,16,,P,,,,,,,,8,,0.0,60.609375,,0,,5,-1,2035-03-07,1.0
11319,2020-09-12,1400,SO,31,2,H,,14850,10,3,1,,2,,4587,0.0,61.671875,1,2,449,3,-1,2035-03-07,1.0
11337,2020-09-12,0,SA,20,3,,,,27,1,,,,,,0.120007404,76.125,,1,0,3,-1,2035-03-07,1.0
11340,2020-09-12,0,SC,18,1,P,1,,2,1,,,,,,0.073968744,55.296875,2,1,0,3,1,2035-03-07,1.0
11327,2020-09-12,1000,SF,21,,R,,,,,,,,,,0.228696591,74.515625,,0,,5,-1,2035-03-07,1.0
11326,2020-09-12,2,SB,24,,R,,,,,,,,,,0.2297093,56.2109375,,0,,5,-1,2035-03-07,1.0
11317,2020-09-12,240,SC,20,1,P,1,200,1,3,1,4,1,58,,0.03397793,33.015625,1,3,241,3,1,2035-03-07,0.0
11303,2020-09-12,0,SO,20,2,P,,,20,1,0,5,2,32,,0.0,71.671875,1,1,0,3,0,2035-03-07,0.0
11332,2020-09-12,0,SO,19,1,,,150,15,,,2,1,17,156,0.373924454,48.515625,1,0,,5,1,2035-03-07,0.0
11338,2020-09-12,0,SO,18,1,P,,,,,,,,6,,0.029267265,47.59375,2,0,,5,1,2035-03-07,0.0
11300,2020-09-12,1,SO,23,,R,1,,4,1,,,,,,0.0,44.859375,1,1,0,3,0,2035-03-07,0.0
11368,2020-09-13,1,SA,19,1,P,,300,11,1,40,0,1,39,,0.142855301,57.3515625,1,1,0,3,1,2035-04-07,1.0
11356,2020-09-13,0,SF,19,,P,,,,,,2,2,4,,0.0,50.65625,,0,,5,-1,2035-04-07,1.0
11355,2020-09-13,0,SB,21,,R,,,,,,,,,,0.138496473,53.90625,1,0,,5,0,2035-04-07,1.0
11371,2020-09-13,60,SO,18,1,P,,,47,1,,16,0,16,,0.0,61.828125,1,1,0,3,1,2035-04-07,1.0
11354,2020-09-13,200,FT,23,,P,1,2800,2,1,1,,2,,1394,0.0,38.734375,1,1,602,3,3,2035-04-07,1.0
11365,2020-09-13,0,SM,37,,R,,,,,,,,,,0.593221979,39.9375,,0,,5,-1,2035-04-07,1.0
11362,2020-09-13,800,SA,25,,P,,,,,,,,,,0.0,,,0,,4,-1,2035-04-07,1.0
11361,2020-09-13,0,SO,50,,,,,,,,,,,,0.12935633,40.3046875,,0,,5,-1,2035-04-07,1.0
11377,2020-09-13,1,SO,18,1,P,,,25,1,,23,0,24,,0.05169541,45.65625,,1,0,3,-1,2035-04-07,0.0
11375,2020-09-13,1,SB,20,1,P,,,16,1,,0,1,12,,0.016138177,81.25,,1,0,3,-1,2035-04-07,0.0
11350,2020-09-13,0,SO,21,4,P,,,,,,4,2,6,,0.064504634,54.484375,,0,,5,-1,2035-04-07,0.0
11357,2020-09-13,1,FT,18,,P,,,,,,4,0,3,,0.106198758,81.8125,,0,,5,-1,2035-04-07,0.0
11370,2020-09-13,2,SE,22,1,R,1,200,1,1,,,,,,0.39035715,25.39453125,1,1,0,3,1,2035-04-07,0.0
11353,2020-09-13,400,SL,22,,R,,,,,,,,,,0.17199062,39.59375,,0,,5,-1,2035-04-07,0.0
11351,2020-09-13,0,SO,18,,P,,,,,,,,,,0.155238779,38.21875,,0,,5,-1,2035-04-07,0.0
11400,2020-09-14,120,SC,19,1,P,,,17,1,,4,0,32,,0.126844241,54.609375,1,1,0,3,0,2035-05-07,1.0
11397,2020-09-14,0,SO,18,1,P,1,,2,1,,12,0,14,,0.029279674,74.5,,1,0,3,-1,2035-05-07,1.0
11393,2020-09-14,1,SJ,17,,P,,,,,,22,,7,,0.052043817,53.5,,0,,5,-1,2035-05-07,1.0
11388,2020-09-14,0,SO,18,1,P,1,,4,1,,8,0,2,,0.070051564,60.2265625,1,1,0,3,1,2035-05-07,1.0
11380,2020-09-14,0,SB,20,,R,,,,,,,,,,0.462334321,50.421875,1,0,,5,1,2035-05-07,1.0
11395,2020-09-14,0,SA,19,1,R,,,,,,,,,,0.0,20.08984375,,0,,5,-1,2035-05-07,1.0
11385,2020-09-14,0,SO,18,1,P,,,,,,,,,,0.0,,,0,,4,-1,2035-05-07,1.0
11378,2020-09-14,0,FT,25,,,,,,,,,,,,0.0,,,0,,4,-1,2035-05-07,1.0
11392,2020-09-14,0,SO,19,2,P,2,1150,2,1,1,16,2,7,1,0.0,73.28125,3,1,0,3,0,2035-05-07,0.0
11382,2020-09-14,1000,SO,21,5,,,3550,33,1,1,,,,1207,0.009824447,59.140625,1,1,2338,3,-1,2035-05-07,0.0
11409,2020-09-15,1,SL,18,1,P,,,27,1,,4,,13,,0.275774578,36.7890625,1,1,0,3,1,2035-06-07,1.0
11416,2020-09-15,0,SD,20,,P,,,19,1,,3,1,3,,0.139277366,39.6796875,,0,,1,3,2035-06-07,1.0
11414,2020-09-15,500,SO,18,1,P,2,,4,2,0,1,0,33,,0.127309533,76.828125,2,1,0,3,1,2035-06-07,1.0
11408,2020-09-15,1,SB,20,1,,,,39,1,,9,1,3,,0.067659013,71.71875,,1,0,3,-1,2035-06-07,1.0
11430,2020-09-15,1,SK,20,1,R,,,,,,,,,,0.090772433,24.4296875,,0,,5,-1,2035-06-07,1.0
11405,2020-09-15,500,SM,26,,R,,,,,,,,,,0.141789686,70.109375,,0,,5,-1,2035-06-07,1.0
11435,2020-09-15,0,SF,42,1,R,1,4550,5,4,,,,,1797,0.106955453,43.421875,1,4,0,3,3,2035-06-07,0.0
11411,2020-09-15,600,SO,24,,R,,,25,1,,,0,,,0.140968765,56.7578125,,1,0,3,-1,2035-06-07,0.0
11412,2020-09-15,0,SM,22,5,P,,,,,,,,,,0.0,,2,0,,5,1,2035-06-07,0.0
11432,2020-09-15,0,SA,19,1,R,,,,,,,,,,0.511007233,52.4296875,,0,,5,-1,2035-06-07,0.0
11462,2020-09-16,0,SO,23,2,R,,750,15,2,156,,,,,0.149807011,54.5078125,1,2,553,3,2,2035-07-07,1.0
11463,2020-09-16,1140,FT,23,,R,,,92,2,,,,,,0.0,,,1,0,3,-1,2035-07-07,1.0
11450,2020-09-16,360,SB,19,1,R,,,,,,,,,,0.140720437,47.859375,1,0,,5,0,2035-07-07,1.0
11438,2020-09-16,0,SO,31,,R,,,,,,,,,,0.242762366,45.4296875,,0,,5,-1,2035-07-07,1.0
11464,2020-09-16,0,SB,19,1,P,,,11,,23,7,1,47,,0.099925648,83.5625,,0,,5,-1,2035-07-07,0.0
11451,2020-09-16,280,SO,18,2,P,1,,1,1,0,10,0,38,,0.118647796,64.59375,2,1,0,3,1,2035-07-07,0.0
11449,2020-09-16,0,SA,19,2,,,,,,,5,,20,,0.0,68.640625,,0,,5,-1,2035-07-07,0.0
11444,2020-09-16,1,SA,21,1,P,,,10,2,141,12,2,19,,0.0,37.875,1,2,588,3,-1,2035-07-07,0.0
11442,2020-09-16,0,SH,22,1,P,,,30,1,,13,3,17,,0.0,66.46875,1,1,0,3,1,2035-07-07,0.0
11456,2020-09-16,0,SE,19,1,P,1,250,4,1,114,17,1,10,123,0.015186343,71.828125,1,1,0,3,2,2035-07-07,0.0
11455,2020-09-16,0,SO,18,1,P,,,,,,10,,4,,0.084400273,41.8125,,0,,5,-1,2035-07-07,0.0
11457,2020-09-16,0,SA,18,1,R,,,,,,,,,,0.147181814,17.56640625,,0,,5,-1,2035-07-07,0.0
11441,2020-09-16,0,SM,19,3,R,,,,,,,,,,0.0,22.8359375,,0,,5,-1,2035-07-07,0.0
11502,2020-09-19,900,SA,28,,P,,,62,,,6,,13,,0.27288586,64.75,1,0,,5,1,2035-10-07,1.0
11489,2020-09-19,1100,SC,25,,P,,,,,,27,8,6,,0.0,69.5625,1,0,,5,0,2035-10-07,1.0
11497,2020-09-19,0,SK,20,2,P,1,,6,3,,,,3,,0.0,57.2734375,2,2,1389,1,2,2035-10-07,1.0
11498,2020-09-19,200,SO,18,,P,,,25,2,,8,0,10,,0.0,48.4375,1,2,0,3,-1,2035-10-07,1.0
11499,2020-09-19,300,SH,21,1,R,,,,,,,,,,0.0,49.6328125,,0,,5,-1,2035-10-07,1.0
11486,2020-09-19,500,SB,27,,R,,,7,1,,,,,,0.234631106,73.734375,,1,0,3,-1,2035-10-07,0.0
11526,2020-09-20,0,SO,22,1,P,,5500,17,1,0,24,4,30,1859,0.028763967,58.6640625,,1,0,3,-1,2035-11-07,1.0
11515,2020-09-20,0,SA,19,1,P,,,11,,36,17,2,10,,0.253559394,52.3203125,1,0,,5,2,2035-11-07,1.0
11525,2020-09-20,0,SA,23,,R,,,,,,,,,,0.0,,,0,,4,-1,2035-11-07,1.0
11521,2020-09-20,0,SE,18,,P,,,,,,,,,,0.0,,,0,,4,-1,2035-11-07,1.0
11518,2020-09-20,0,FT,28,,,,,,,,,,,,0.0,51.46875,,0,,5,-1,2035-11-07,1.0
11517,2020-09-20,180,SO,18,,P,,,,,,16,,,,0.0,22.98828125,,0,,5,-1,2035-11-07,1.0
11527,2020-09-20,0,SH,18,1,R,,,,,,14,0,13,,0.026131194,69.890625,,0,,5,-1,2035-11-07,0.0
11530,2020-09-20,0,SB,22,1,P,,,14,1,,,5,9,,0.0,13.47460938,,1,0,3,-1,2035-11-07,0.0
11537,2020-09-22,60,FT,19,,P,,,,,,27,1,40,,0.083196962,75.53125,,0,,5,-1,,1.0
11541,2020-09-22,1,SO,16,,P,,,,,,,,9,,0.0,44.3828125,,0,,5,-1,,1.0
11558,2020-09-22,0,SF,18,,P,,,17,2,,10,0,2,,0.0,36.7109375,1,2,0,3,0,,1.0
11546,2020-09-22,180,SL,25,1,P,,,26,3,,,,,,0.296779083,74.125,,1,0,3,-1,,1.0
11557,2020-09-22,0,SO,20,1,R,,,,,,,,,,0.088124481,36.5,1,0,,5,1,,1.0
11540,2020-09-22,0,SH,21,3,R,,,,,,9,3,49,,0.028670676,69.984375,,0,,5,4,,0.0
11543,2020-09-22,0,SO,19,2,P,1,,4,3,,9,1,23,,0.454321847,35.7890625,2,3,0,3,1,,0.0
11538,2020-09-22,0,SD,18,1,P,3,1550,3,1,0,16,0,11,31,0.015399335,52.296875,3,1,754,3,0,,0.0
11559,2020-09-22,0,SO,21,1,R,,1050,29,2,39,7,7,,,0.309607351,55.0703125,1,2,0,3,-1,,0.0
11551,2020-09-22,0,SD,31,2,R,,,,,,,,,,0.081445765,65.484375,1,0,,5,0,,0.0
11585,2020-09-23,120,SL,20,3,P,1,500,5,1,0,11,2,17,32,0.021212959,68.8125,,1,0,3,-1,,1.0
11571,2020-09-23,2,SL,22,4,R,1,1600,2,4,0,15,4,4,,0.329212926,56.9609375,1,4,1040,3,-1,,1.0
11578,2020-09-23,680,SO,20,1,P,,500,7,1,0,,,3,248,0.034299761,5.708007813,1,1,0,3,1,,1.0
11586,2020-09-23,0,SO,39,,R,,600,7,2,,,,,155,0.099233319,56.328125,1,2,50,3,3,,1.0
11582,2020-09-23,0,SO,23,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
11574,2020-09-23,0,SC,19,,R,,,,,,,,,,0.208276285,29.05859375,,0,,5,-1,,1.0
11575,2020-09-23,0,SF,19,2,P,,700,14,1,,9,2,30,,0.0,70.96875,1,1,573,2,-1,,0.0
11581,2020-09-23,0,SH,20,3,R,,,,,,0,,,,0.0,86.28125,1,0,,5,0,,0.0
11583,2020-09-23,0,SL,20,1,R,,,,,,,,,,0.129367508,62.046875,,0,,5,-1,,0.0
11612,2020-09-24,520,SO,20,2,P,,450,7,2,,,1,22,62,0.030861503,85.0625,1,2,1038,3,3,,1.0
11604,2020-09-24,460,SB,23,,,,,10,1,0,,,17,,0.390084131,40.6015625,,1,0,3,-1,,1.0
11608,2020-09-24,560,SO,22,1,P,,,12,2,,9,0,12,,0.669140713,53.921875,1,1,0,3,2,,1.0
11601,2020-09-24,0,SM,21,,P,,,17,1,0,22,2,7,,0.224638112,51.3828125,,1,0,3,-1,,1.0
11597,2020-09-24,0,SO,21,3,P,,,17,1,,,,3,,0.0,82.421875,,1,0,3,-1,,1.0
11645,2020-09-27,600,SA,22,,P,,4350,7,2,24,17,4,11,216,0.268958301,39.125,1,2,1052,3,3,,1.0
11636,2020-09-27,300,SC,21,1,P,,,13,1,24,15,,3,,0.252587641,59.7890625,,1,0,3,-1,,1.0
11651,2020-09-27,1,SB,18,1,R,1,250,4,2,,,,15,0,0.018754341,59.375,1,2,14,3,-1,,0.0
11650,2020-09-27,560,SC,22,2,R,2,500,2,1,0,,,,620,0.279515501,40.0234375,2,1,819,3,1,,0.0
11638,2020-09-27,500,SO,18,,R,,,,,,,,,,0.421564036,43.328125,1,0,,5,0,,0.0
11653,2020-09-27,660,SB,25,,R,,,,,,,,,,0.815771669,73.4375,,0,,5,-1,,0.0
11641,2020-09-27,0,SA,24,2,P,,,,,,,,,,0.224101502,61.734375,,0,,5,-1,,0.0
11683,2020-09-28,1400,SE,22,4,P,1,4700,5,4,39,13,,36,,0.0,70.84375,2,4,6560,3,0,,1.0
11667,2020-09-28,0,SE,20,1,P,1,,2,3,,16,,16,,0.0,83.703125,1,2,0,3,-1,,1.0
11679,2020-09-28,0,SO,19,1,P,,,,,,13,,33,,0.07643966,57.7109375,,0,,5,-1,,0.0
11678,2020-09-28,0,SO,21,2,P,,,,,,10,3,10,,0.095923797,59.9375,1,0,,5,0,,0.0
11674,2020-09-28,120,SO,19,,P,1,,3,1,105,,,,,0.012975337,54.03125,1,1,37,3,1,,0.0
11670,2020-09-28,700,SO,32,,,,,,,,,,,,0.149780575,38.6171875,,0,,5,-1,,0.0
11669,2020-09-28,0,SB,23,,R,,,,,,,,,,0.124837401,95.4375,,0,,5,-1,,0.0
11705,2020-09-29,0,SO,19,,R,,,35,1,,,,10,,0.0,51.625,,1,0,3,-1,,1.0
11697,2020-09-29,1,SK,18,1,P,1,,2,1,,2,0,3,,0.0,82.921875,1,1,0,3,1,,1.0
11693,2020-09-29,0,SA,26,,R,,,,,,,,,,0.470963539,62.0546875,,0,,5,-1,,1.0
11696,2020-09-29,0,SE,18,1,P,,,,,,0,,10,,0.132751436,63.96875,1,0,,5,2,,0.0
11691,2020-09-29,0,SB,19,1,,,,17,1,,,,3,,0.230570665,45.5703125,,1,0,3,-1,,0.0
11710,2020-09-29,0,SO,30,1,R,,,27,,,,0,,,0.001909722,40.4453125,,0,,5,-1,,0.0
11704,2020-09-29,1,SH,18,1,P,,,,,,,0,,,0.09080628,59.3515625,,0,,5,-1,,0.0
11701,2020-09-29,0,SO,20,1,,,,,,,,,,,0.0,,,0,,4,-1,,0.0
