app_id,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,app_date.1,target
1,2020-04-22,0,SO,20,1,P,1,,5,2,0,11,1,10,,0.023684693,56.6484375,1,2,647,3,3,2035-12-02,0.0
8,2020-04-22,1,SL,25,4,R,,,,,,,,,,0.043784021,40.359375,,0,,5,-1,2035-12-02,1.0
17,2020-04-22,0,SA,19,0,P,1,950,2,1,0,0,,,,0.189608414,51.75,,0,0,3,3,2035-12-02,0.0
16,2020-04-22,160,SO,18,,P,,,,,,19,,13,,0.0,95.125,,0,,5,-1,2035-12-02,1.0
21,2020-04-22,400,SN,20,0,P,,950,10,2,69,6,3,17,,0.258482311,47.71875,1,1,0,3,2,2035-12-02,0.0
2,2020-04-22,400,SO,22,,P,,,33,,,23,4,12,,0.049773855,66.875,1,0,,5,2,2035-12-02,1.0
6,2020-04-22,0,SO,16,,P,,,,,,13,,31,,0.0,46.1953125,,0,,5,-1,2035-12-02,1.0
20,2020-04-22,0,SD,19,0,P,1,,3,2,29,,,,,0.018332295,9.40625,1,1,0,3,4,2035-12-02,0.0
25,2020-04-22,0,SM,26,99999,H,,3150,15,1,0,,0,,186,0.0,,,0,0,3,-1,2035-12-02,1.0
11,2020-04-22,2400,SC,45,1,R,1,,2,2,0,,7,,,0.165088444,66.625,1,1,0,3,-1,2035-12-02,1.0
41,2020-04-23,0,SO,22,0,P,,,,,,,,,,0.0,,,0,,4,-1,,0.0
29,2020-04-23,0,SO,16,,P,,,,,,3,,3,,0.0,51.2734375,,0,,5,-1,,1.0
30,2020-04-23,0,SC,21,1,P,1,3300,4,1,95,23,2,18,248,0.043059223,69.640625,1,1,2970,3,3,,0.0
40,2020-04-23,0,SA,20,1,P,,950,13,2,39,20,1,22,,0.083012587,74.921875,1,1,0,3,0,,0.0
43,2020-04-23,420,SO,21,1,R,,250,18,2,,11,,15,0,0.047378897,38.234375,,0,0,3,2,,0.0
38,2020-04-23,1,SO,21,,,,,,,,,,,,0.0,40.21875,,0,,5,-1,,1.0
26,2020-04-23,700,SN,21,,R,1,500,4,,,,0,,526,0.031742534,70.828125,,0,,5,-1,,0.0
34,2020-04-23,0,SD,20,1,P,,,22,1,,,,3,,0.325250065,31.40625,2,0,0,3,0,,0.0
37,2020-04-23,0,SO,22,3,P,,950,10,2,0,16,4,16,,0.144333573,50.1796875,1,2,2119,3,0,,1.0
31,2020-04-23,0,SC,21,1,P,,,11,,297,4,5,17,,0.244124008,55.71875,,0,,5,4,,0.0
65,2020-04-26,1000,SE,22,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
86,2020-04-26,1,SF,22,0,P,,,17,,45,3,4,10,,0.174824473,67.03125,,0,,5,-1,,1.0
80,2020-04-26,0,SA,19,1,P,,,13,1,40,3,2,12,,0.02842301,58.296875,,0,0,3,-1,,1.0
53,2020-04-26,0,FT,22,,,,,,,,,,,,0.079172628,,,0,,5,-1,,0.0
85,2020-04-26,0,SL,19,1,P,1,200,1,1,,11,0,7,0,0.126737971,68.09375,,0,0,3,-1,,0.0
62,2020-04-26,1,SO,18,,P,,,,,,11,0,23,,0.167880833,58.375,,0,,5,-1,,1.0
67,2020-04-26,140,FT,17,,P,,,,,,,,,,0.0,67.78125,1,0,,5,1,,1.0
45,2020-04-26,1,SC,23,6,R,,1900,30,1,,,0,,0,0.077688828,68.328125,1,0,0,3,0,,1.0
64,2020-04-26,0,SO,23,4,R,,,8,,0,,2,,,0.0,59.84375,,0,,5,3,,1.0
74,2020-04-26,1,SL,17,,R,,,,,,,,,,0.0,30.25390625,,0,,5,-1,,1.0
61,2020-04-26,0,SG,20,2,P,1,750,6,1,,11,,63,62,0.006573045,63.9296875,1,1,354,3,2,,1.0
70,2020-04-26,0,SO,30,,P,,950,14,1,,24,11,37,682,0.052771707,78.921875,,0,0,3,-1,,0.0
106,2020-04-27,1,SL,22,0,P,,1500,19,1,,19,6,93,0,0.1978847,49.640625,,0,0,3,-1,,1.0
94,2020-04-27,0,SD,21,0,R,,,11,,635,,,,,0.071086343,29.73828125,1,0,,5,2,,0.0
111,2020-04-27,1,SD,29,1,H,,100,83,2,,,0,,,0.367760315,63.859375,,0,0,3,-1,,0.0
114,2020-04-27,0,SO,18,,P,,,,,,12,0,8,,0.0,64.421875,,0,,5,-1,,1.0
115,2020-04-27,0,SA,23,0,R,,,,,,,,,,0.103787895,53.7265625,,0,,5,-1,,0.0
116,2020-04-27,0,SA,21,4,P,,950,11,2,,13,,44,1116,0.03876598,47.0859375,2,1,1320,3,1,,0.0
96,2020-04-27,960,SM,46,,,1,950,3,3,,,0,2,805,0.0,43.2265625,2,0,0,3,1,,1.0
92,2020-04-27,1,SL,22,4,R,,350,16,,,,2,,0,0.087539523,48.28125,,0,,5,-1,,1.0
91,2020-04-27,0,SB,19,1,R,,,,,,,,,,0.254084923,71.3125,,0,,5,-1,,0.0
110,2020-04-27,0,SO,18,,P,,,,,,26,,4,,0.027053592,50.9765625,,0,,5,-1,,1.0
117,2020-04-27,0,SO,28,1,R,,,,,,,,,,0.338373236,65.84375,1,0,,5,1,,0.0
119,2020-04-27,1,SL,19,1,P,,500,10,2,44,9,0,22,0,0.099442833,68.78125,2,2,1150,3,0,,1.0
147,2020-04-28,0,SO,20,1,P,,,,,,2,,15,,0.0,9.8125,1,0,,5,1,,1.0
128,2020-04-28,0,FT,22,,,,,,,,,,,,0.096788399,,,0,,5,-1,,1.0
129,2020-04-28,0,SO,19,1,P,,,,,,16,26,4,,0.0,17.1328125,,0,,5,-1,,0.0
140,2020-04-28,1,SC,19,1,P,,,,,,,10,10,,0.378087482,28.35546875,,0,,5,4,,0.0
141,2020-04-28,0,SB,22,3,P,1,3450,2,2,25,1,2,11,,0.111979454,53.484375,1,2,3809,3,1,,0.0
135,2020-04-28,1,SO,29,,R,,,,,,,,,,0.209901922,60.078125,,0,,5,-1,,1.0
131,2020-04-28,1,SD,18,,P,,,,,,15,2,53,,0.024618474,55.578125,,0,,5,-1,,1.0
143,2020-04-28,0,SO,23,1,P,,,,,,,,13,,0.032595161,40.953125,,0,,5,-1,,0.0
151,2020-04-28,0,SA,19,0,P,,150,9,2,,7,3,23,,0.098250776,83.9375,1,1,0,3,1,,1.0
162,2020-04-29,1,SB,20,,P,,,,,,15,15,7,,0.065083901,64.1875,,0,,5,-1,,1.0
180,2020-04-29,0,SC,36,1,H,,4700,17,,,,1,,124,0.027851643,80.25,,0,,5,-1,,1.0
160,2020-04-29,0,SA,30,0,R,,,,,,,,,,0.0,,,0,,5,-1,,0.0
191,2020-04-29,2,SC,20,1,P,1,750,2,1,271,1,0,13,0,0.203831313,72.171875,1,0,0,3,0,,0.0
179,2020-04-29,1,SK,18,0,P,,,33,1,,27,0,10,,0.0,46.4296875,,0,0,3,-1,,1.0
188,2020-04-29,0,SO,18,,P,1,100,4,1,,,,,124,0.092462448,27.51953125,1,0,0,3,1,,1.0
166,2020-04-29,1,SM,21,3,H,1,,3,1,161,9,,21,,0.245395851,59.578125,1,0,,5,2,,0.0
175,2020-04-29,0,SO,20,2,P,1,,5,1,1,0,0,9,,0.000528448,55.4453125,,0,0,3,-1,,1.0
174,2020-04-29,0,SO,17,0,P,,,,,,4,,2,,0.238042976,56.40625,,0,,5,-1,,1.0
186,2020-04-29,160,SB,18,,P,,,,,,21,0,32,,0.0,76.9375,,0,,5,-1,,1.0
161,2020-04-29,0,SA,30,0,R,,,,,,,,,,0.0,,,0,,5,-1,,0.0
176,2020-04-29,100,SN,26,0,,,500,22,1,0,10,6,5,,0.089765755,50.25,,0,0,3,3,,1.0
167,2020-04-29,0,SL,22,5,P,1,700,1,1,1,23,,33,1,0.128964513,61.296875,2,1,275,3,1,,1.0
157,2020-04-29,0,SO,24,1,P,,,,,,,,,,0.0,44.265625,,0,,5,-1,,1.0
158,2020-04-29,0,SO,18,,P,,,39,1,,19,,24,,0.053124871,74.8125,,0,0,3,-1,,1.0
194,2020-04-29,0,SC,18,0,P,,,7,1,,23,,76,,0.106758389,67.328125,,0,,5,-1,,1.0
213,2020-04-30,0,SC,20,2,P,1,6000,6,2,30,14,2,29,,0.12147477,64.234375,2,1,1950,3,0,,1.0
208,2020-04-30,0,SC,18,0,P,,150,7,1,,1,1,11,1,0.0,53.1015625,,0,0,3,-1,,1.0
210,2020-04-30,0,SC,20,1,R,,,,,,,,,,0.220615609,37.4609375,,0,,5,-1,,1.0
219,2020-04-30,1,SD,23,,,,,,,,,,,,0.0,28.2265625,,0,,5,-1,,1.0
212,2020-04-30,300,SK,21,,R,,,,,,,,,,0.008786049,47.2421875,,0,,5,-1,,1.0
217,2020-04-30,1,SO,23,,R,,,,,,,,,,0.312628728,51.4375,,0,,5,-1,,1.0
200,2020-04-30,0,SA,23,4,P,,950,32,4,0,13,6,12,61,0.105387383,47.828125,1,2,0,3,1,,1.0
211,2020-04-30,260,SO,19,,R,1,,5,,,,,,,0.046002705,46.8984375,1,0,,5,2,,1.0
197,2020-04-30,0,SK,25,,P,,,65,1,,27,7,6,,0.061730411,91.125,,0,0,3,-1,,1.0
274,2020-05-04,0,SB,30,,R,,,11,1,,,,,,0.134553402,74.3125,1,0,0,3,1,,1.0
309,2020-05-05,0,SO,30,0,R,,,,,,,,,,0.339156392,38.8125,,0,,5,-1,,0.0
301,2020-05-05,0,SH,19,1,P,,500,9,3,30,23,2,10,,0.0,57.390625,1,1,0,3,4,,1.0
311,2020-05-05,0,SF,17,0,P,,,,,,6,0,12,,0.037961512,64.875,,0,,5,-1,,1.0
294,2020-05-05,0,SO,19,1,P,,250,12,1,1,22,1,10,,0.027951845,84.625,1,1,2,3,-1,,1.0
298,2020-05-05,500,SB,21,,R,1,,3,1,,,,,,0.630513039,71.734375,,0,0,3,-1,,0.0
289,2020-05-05,1,SO,19,2,R,,,,,,,,,,0.120750077,67.140625,,0,,5,-1,,1.0
308,2020-05-05,0,SM,23,5,R,,100,13,2,0,,3,,,0.0,35.234375,1,2,684,3,-1,,1.0
283,2020-05-05,1,SL,26,99999,P,1,3200,6,3,0,,9,5,1735,0.049869619,56.9296875,1,2,960,3,1,,1.0
315,2020-05-05,1,SO,19,0,P,1,,5,2,89,12,2,16,,0.095434585,75.90625,,0,0,3,-1,,1.0
304,2020-05-05,0,SF,18,0,P,1,,2,,25,,0,,,0.068286994,24.45703125,1,0,,5,0,,1.0
291,2020-05-05,0,SA,20,2,R,,,,,,,,,,0.063838421,79.234375,,0,,5,-1,,0.0
307,2020-05-05,2,SA,21,1,P,,,44,1,,,2,,,0.091614693,37.7890625,,0,0,3,-1,,1.0
286,2020-05-05,0,SB,18,,P,,,53,1,,9,0,13,,0.423238548,31.06640625,,0,0,3,-1,,1.0
295,2020-05-05,400,FT,44,,R,,2100,28,,0,,,,1210,0.108848334,48.375,,0,,5,-1,,1.0
343,2020-05-06,0,SC,18,0,P,,,,,,,,9,,0.0,34.203125,,0,,5,-1,,0.0
345,2020-05-06,1,SA,21,,P,,,13,,1,3,,13,,0.094981908,34.2265625,,0,,5,-1,,1.0
341,2020-05-06,1,SO,21,,P,,,,,,21,,13,,0.262221587,33.2578125,,0,,5,-1,,1.0
350,2020-05-06,800,SB,45,,R,,250,18,2,40,,6,,465,0.266229864,38.671875,,0,,5,-1,,1.0
333,2020-05-06,11,SD,18,1,P,,,15,2,,,,1,,0.350622478,55.28125,1,1,0,3,2,,1.0
349,2020-05-06,0,SA,19,1,P,,100,15,1,,0,0,3,,0.0,80.546875,,0,0,3,-1,,1.0
322,2020-05-06,0,SB,18,1,P,,,,,,4,,5,,0.0,,1,0,,5,0,,0.0
344,2020-05-06,0,SO,20,1,P,1,,5,1,0,1,,6,,0.047101932,57.4609375,,0,0,3,-1,,0.0
352,2020-05-06,320,SN,20,1,P,1,1100,5,2,0,6,3,12,,0.06029933,78.640625,2,1,0,3,2,,0.0
321,2020-05-06,1540,FT,38,0,R,,,,,,,,,,0.089791245,51.609375,,0,,5,-1,,1.0
329,2020-05-06,0,SO,18,,P,,,28,1,,,,,,0.076987326,31.10546875,,0,0,3,-1,,0.0
339,2020-05-06,0,SE,18,0,P,,,,,,,,,,0.386072545,57.9296875,,0,,5,-1,,1.0
327,2020-05-06,0,SO,16,0,P,,,,,,11,,16,,0.056337707,27.62109375,,0,,5,-1,,1.0
382,2020-05-07,0,SL,20,,P,1,500,3,1,,12,,9,,0.0,67.9375,,0,0,3,-1,,1.0
374,2020-05-07,0,SO,23,,R,,,,,,,,,,0.111626403,77.203125,,0,,5,-1,,1.0
383,2020-05-07,0,SO,21,2,P,,,19,2,,4,,1,,0.0,43.1171875,1,1,1107,3,3,,0.0
376,2020-05-07,0,SM,20,2,,,,6,,0,10,1,6,,0.552401662,55.8203125,,0,,5,-1,,1.0
378,2020-05-07,1,SF,20,1,R,,500,12,1,0,,,,,0.201479747,67.796875,1,1,360,3,-1,,1.0
361,2020-05-07,480,SO,23,5,P,,200,14,2,25,14,5,12,,0.0,81,1,2,72,3,-1,,1.0
377,2020-05-07,1,SL,21,0,P,,,19,,,22,1,2,,0.0,39.203125,,0,,5,-1,,0.0
368,2020-05-07,1,SA,23,,R,,,,,,,,,,0.0,,,0,,4,-1,,0.0
380,2020-05-07,0,FT,24,,R,,,,,,,,,,0.044896133,17.66015625,,0,,5,-1,,1.0
418,2020-05-10,10,SF,19,,P,,500,10,1,,13,0,38,,0.381779423,64.03125,,0,0,3,-1,2035-03-03,1.0
427,2020-05-10,0,SO,18,1,P,,,28,1,,7,,8,,0.019041933,48.09375,,0,0,3,-1,2035-03-03,0.0
419,2020-05-10,0,SC,21,3,P,,300,15,2,,2,2,11,,0.035077765,91.84375,1,1,0,3,-1,2035-03-03,1.0
409,2020-05-10,1,SB,23,1,R,,2100,23,,,,,,,0.598415086,13.0625,,0,,5,-1,2035-03-03,1.0
385,2020-05-10,1,SO,21,,P,,,19,1,,5,2,8,,0.05221588,64.203125,1,0,,5,0,2035-03-03,1.0
405,2020-05-10,1,SO,23,,R,,,,,,,,,,0.272819179,58.6875,,0,,5,-1,2035-03-03,0.0
428,2020-05-10,380,SA,18,0,P,,,,,,,15,15,,0.064337296,50.8828125,,0,,5,-1,2035-03-03,0.0
424,2020-05-10,1,SM,44,6,P,,4700,75,,,,0,,311,0.0,56.40625,,0,,5,-1,2035-03-03,1.0
446,2020-05-11,0,SA,18,0,P,,,,,,12,0,15,,0.219254388,49.953125,,0,,5,-1,2035-04-03,0.0
447,2020-05-11,0,SM,20,2,P,,1450,11,1,,19,0,26,,0.0,51.5,1,1,1454,3,1,2035-04-03,0.0
452,2020-05-11,0,SA,21,2,P,,150,15,,0,13,2,31,,0.0,84.90625,1,0,,5,1,2035-04-03,1.0
457,2020-05-11,0,SO,22,,R,,,,,,,,,,0.465481587,45.7265625,,0,,5,-1,2035-04-03,0.0
450,2020-05-11,0,SO,19,0,P,,,18,1,,12,,26,,0.063488544,78.40625,1,0,0,3,1,2035-04-03,1.0
439,2020-05-11,400,SB,20,,,,,6,,0,,,,,0.095566617,61.421875,,0,,5,-1,2035-04-03,1.0
456,2020-05-11,0,SN,18,,P,,,,,,14,1,12,,0.0,67.28125,,0,,5,-1,2035-04-03,1.0
448,2020-05-11,1,SO,18,0,P,1,1050,5,1,50,18,1,37,1085,0.073128835,65.671875,1,0,0,3,2,2035-04-03,1.0
449,2020-05-11,0,SA,22,3,,,,14,1,1,,,,,0.18600686,51.53125,,0,,5,-1,2035-04-03,0.0
461,2020-05-11,0,SB,20,0,P,,150,6,1,0,18,,17,155,0.120406122,59.1875,,0,0,3,4,2035-04-03,0.0
482,2020-05-12,0,SL,24,3,P,,950,12,2,25,,,,,0.0,,1,1,0,3,-1,2035-05-03,1.0
484,2020-05-12,1,SK,18,,R,,,,,,,,1,,0.206510292,28.8984375,1,0,,5,1,2035-05-03,0.0
477,2020-05-12,0,SF,23,2,P,,,34,,,3,3,8,,0.0,42.8984375,1,0,,5,0,2035-05-03,0.0
481,2020-05-12,0,SB,28,2,P,2,1800,2,3,0,,,1,1768,0.30291325,87.953125,1,1,0,2,1,2035-05-03,1.0
498,2020-05-12,0,SO,19,1,P,,,18,1,,14,0,13,,0.0,24.58203125,,0,0,3,-1,2035-05-03,1.0
474,2020-05-12,100,SO,21,4,R,,,,,,2,3,13,,0.0,70.203125,,0,,5,-1,2035-05-03,1.0
489,2020-05-12,0,SL,21,3,P,2,200,6,4,,6,3,7,,0.449629705,57.9375,3,3,298,3,0,2035-05-03,1.0
490,2020-05-12,0,SO,21,,P,,,,,,26,4,28,,0.047600431,48.5625,,0,,5,-1,2035-05-03,1.0
468,2020-05-12,0,SC,27,0,R,,,,,,,,,,0.334754881,38.5078125,,0,,5,-1,2035-05-03,1.0
564,2020-05-14,1,SO,20,3,P,,,8,2,0,18,0,22,,0.054254269,38.1171875,1,2,328,3,1,2035-07-03,1.0
545,2020-05-14,0,SO,24,1,P,,,,,,,1,,,0.1935411,51.2265625,1,0,,5,0,2035-07-03,1.0
542,2020-05-14,0,SO,17,99999,P,,,,,,,0,,,0.0,30.05078125,,0,,5,-1,2035-07-03,1.0
558,2020-05-14,0,SA,19,1,P,,,32,1,,,,,,0.062826336,17.39453125,,0,0,3,-1,2035-07-03,0.0
554,2020-05-14,360,SN,19,3,R,,800,18,1,,19,3,31,868,0.187271185,61.9296875,1,1,1014,3,0,2035-07-03,0.0
549,2020-05-14,0,SA,23,2,,,,37,,,,,,,0.0,50.0625,,0,,5,-1,2035-07-03,0.0
568,2020-05-14,200,SB,20,1,P,1,700,1,3,,,3,,744,0.0,84.953125,2,2,737,3,0,2035-07-03,0.0
567,2020-05-14,0,SO,25,,,,,,,,,,,,0.014282011,32.4609375,,0,,5,-1,2035-07-03,1.0
563,2020-05-14,0,SO,32,,P,,,,,,,,,,0.0,,,0,,4,-1,2035-07-03,1.0
544,2020-05-14,1,SL,24,2,P,,350,15,,0,26,6,18,33,0.087125612,63.3828125,,0,,5,-1,2035-07-03,1.0
557,2020-05-14,500,SB,25,,R,2,,4,1,0,,,,,0.464734115,37.8203125,1,0,0,3,1,2035-07-03,1.0
569,2020-05-14,340,SO,18,,P,,,8,,,11,1,26,,0.0,72.1875,,0,,5,3,2035-07-03,1.0
572,2020-05-17,1,SB,24,1,R,3,200,2,2,0,,1,,0,0.562444467,33.3671875,2,1,0,3,0,2035-10-03,1.0
573,2020-05-17,0,SH,21,4,P,,2850,30,1,,21,2,5,,0.021952547,78.828125,1,1,3631,3,0,2035-10-03,1.0
589,2020-05-17,0,SL,22,0,P,,2100,10,2,0,22,5,14,434,0.12445262,47.0078125,1,1,0,3,4,2035-10-03,1.0
612,2020-05-17,0,SB,22,3,P,,350,16,1,,17,3,24,342,0.09408399,75.3125,,0,0,3,-1,2035-10-03,1.0
602,2020-05-17,500,SO,18,,P,,,,,,16,0,16,,0.1690302,40.4296875,,0,,5,-1,2035-10-03,1.0
605,2020-05-17,0,SD,19,,P,1,100,1,,,,1,,,0.036237436,22.56640625,,0,,5,-1,2035-10-03,1.0
599,2020-05-17,400,SO,23,,R,1,,1,1,,,,,,0.0,,1,0,0,3,1,2035-10-03,0.0
577,2020-05-17,0,SO,18,0,P,,,,,,20,,33,,0.025048787,42.9375,2,0,,5,0,2035-10-03,0.0
598,2020-05-17,400,SO,24,,R,,,,,,,,,,0.0,,,0,,5,-1,2035-10-03,0.0
588,2020-05-17,1,SM,21,2,R,,,,,,,0,,,0.028711601,56.3203125,,0,,5,3,2035-10-03,0.0
636,2020-05-18,1,SA,19,1,P,,,,,,,,,,0.0,,,0,,4,-1,2035-11-03,0.0
620,2020-05-18,0,SA,17,0,P,,,,,,,9,9,,0.027166239,56.125,,0,,5,-1,2035-11-03,1.0
619,2020-05-18,0,SC,18,,P,1,150,2,,,,0,,31,0.0,72.203125,1,0,,5,2,2035-11-03,1.0
621,2020-05-18,1,SO,23,,R,1,,2,1,,,,,,0.456198497,60.609375,1,0,0,3,0,2035-11-03,1.0
641,2020-05-18,0,SC,19,1,P,,,,,,,,,,0.0,,,0,,4,-1,2035-11-03,0.0
624,2020-05-18,0,SA,18,1,P,1,100,3,1,,16,0,34,,0.065920607,61.671875,1,1,150,3,-1,2035-11-03,0.0
628,2020-05-18,0,SO,22,5,P,,4050,8,1,,13,4,29,216,0.170676493,46.6875,1,1,3448,3,3,2035-11-03,0.0
634,2020-05-18,0,SA,20,1,P,,500,16,,,12,2,6,310,0.566334348,49.125,,0,,5,-1,2035-11-03,0.0
618,2020-05-18,0,SM,23,5,H,,,,,,,,,,0.0,,,0,,5,-1,2035-11-03,1.0
625,2020-05-18,1,SO,19,,R,,,,,,,,,,0.229404042,97.984375,,0,,5,-1,2035-11-03,1.0
633,2020-05-18,800,SN,18,,P,,,,,,7,0,14,,0.0,34.8046875,,0,,5,-1,2035-11-03,1.0
622,2020-05-18,0,SM,18,0,P,,,23,2,,14,0,37,,0.0,56.1640625,1,1,0,3,0,2035-11-03,1.0
666,2020-05-19,100,SC,19,,P,,,,,,24,1,,,0.143671881,46.0546875,,0,,5,-1,2035-12-03,1.0
654,2020-05-19,1,SO,18,,P,,,11,,0,,,,,0.133567989,67.578125,,0,,5,-1,2035-12-03,1.0
653,2020-05-19,1,SC,18,0,P,,,,,,,,,,0.0,,,0,,4,-1,2035-12-03,1.0
667,2020-05-19,0,SO,20,1,,,950,10,1,,,,,,0.0,77.140625,1,1,830,3,-1,2035-12-03,1.0
649,2020-05-19,1,SB,21,2,P,,1900,15,1,186,17,3,37,,0.0,65.78125,1,1,2141,3,0,2035-12-03,1.0
648,2020-05-19,1,SO,23,,R,,,,,,,,,,0.0,,,0,,4,-1,2035-12-03,1.0
657,2020-05-19,0,SK,18,0,P,,,49,1,,21,0,10,,0.0,49.703125,,0,0,3,-1,2035-12-03,0.0
646,2020-05-19,0,SO,21,2,P,1,300,5,1,165,0,,3,0,0.0,25.0859375,2,1,1127,3,1,2035-12-03,0.0
665,2020-05-19,0,SO,19,1,P,,150,12,1,0,2,1,29,155,0.32149122,52.53125,1,1,365,3,4,2035-12-03,0.0
645,2020-05-19,1,SA,20,3,P,,350,21,1,,,1,,404,0.0,51.734375,1,1,1030,3,-1,2035-12-03,1.0
674,2020-05-19,0,SF,22,0,P,,,16,2,,19,,14,,0.0,57.3046875,,0,0,3,-1,2035-12-03,0.0
663,2020-05-19,200,SO,24,,P,,,82,2,,16,6,15,,0.078699022,39.8515625,,0,,2,-1,2035-12-03,1.0
677,2020-05-19,0,SO,23,,R,,,,,,,,,,0.0,,,0,,4,-1,2035-12-03,1.0
691,2020-05-20,760,SO,24,1,R,,,18,1,,,,,,0.070643746,77.015625,,0,0,3,3,,1.0
686,2020-05-20,0,SO,19,0,H,1,600,3,1,135,5,2,17,465,0.043933235,73.015625,2,1,29,3,1,,0.0
711,2020-05-20,1,SB,20,2,R,,,13,1,46,12,0,70,,0.086836203,86.109375,3,1,920,3,1,,0.0
694,2020-05-20,420,SB,30,0,R,2,150,2,1,0,,,,,0.0,15.58984375,3,0,0,3,0,,0.0
703,2020-05-20,0,SO,18,2,P,,,30,1,,9,,24,,0.006060298,65.3125,,0,0,3,-1,,0.0
705,2020-05-20,2,SO,21,,R,,,,,,,,,,0.192670965,70.421875,,0,,5,-1,,1.0
687,2020-05-20,1,SE,18,,P,,,,,,,,,,0.0,,,0,,4,-1,,1.0
690,2020-05-20,100,SO,37,,R,,,,,,,,,,0.202813315,41.5,,0,,5,-1,,1.0
700,2020-05-20,0,SO,16,,P,,,,,,21,,61,,0.204049815,42.6875,,0,,5,-1,,1.0
683,2020-05-20,1,FT,18,,P,,,,,,7,,40,,0.0,81.84375,,0,,5,-1,,1.0
698,2020-05-20,1,SA,44,0,H,,6450,11,,,4,3,2,,0.0,67.46875,,0,,5,4,,0.0
720,2020-05-21,0,SA,21,3,P,,1300,7,2,1,8,2,19,1,0.0,80.53125,1,2,1003,3,3,,1.0
722,2020-05-21,0,SB,23,,R,,,,,,,,,,0.0,,,0,,4,-1,,1.0
712,2020-05-21,0,SD,24,2,P,,1350,19,2,0,10,6,42,,0.0,68.875,1,1,1392,3,-1,,0.0
735,2020-05-21,1560,SO,19,,P,,,,,,4,,13,,0.144256686,21.66796875,,0,,5,-1,,1.0
737,2020-05-21,0,SN,26,0,R,,,,,,,,,,0.16595758,37.2265625,,0,,5,-1,,0.0
717,2020-05-21,0,SO,23,,P,,,,,,,,,,0.333094635,60.5390625,,0,,5,-1,,0.0
727,2020-05-21,0,SC,18,,P,,,,,,11,2,2,,0.121062878,12.48242188,1,0,,5,0,,1.0
719,2020-05-21,0,SO,20,1,,,,,,,,,,,0.0,,,0,,4,-1,,1.0
718,2020-05-21,0,SO,21,2,P,1,950,5,1,0,0,0,12,0,0.0,77.109375,,0,0,3,-1,,1.0
734,2020-05-21,260,SB,20,1,P,1,,6,2,,1,1,6,,0.06019537,63.3984375,2,2,644,3,0,,0.0
736,2020-05-21,0,SB,21,2,R,,,,,,,,,,0.284261329,53.6640625,,0,,5,-1,,1.0
733,2020-05-21,0,SD,20,3,P,2,1050,2,1,,7,2,27,154,0.012673082,63.328125,1,1,521,3,1,,1.0
732,2020-05-21,0,SO,21,3,P,,,,,,,,,,0.055743849,37.828125,1,0,,5,0,,1.0
749,2020-05-23,0,SF,22,0,P,1,600,4,1,0,23,2,14,,0.0,46.3203125,2,0,0,3,0,,0.0
776,2020-05-23,1300,SJ,23,1,P,,,38,,,22,5,40,,0.113946916,72.40625,2,0,,5,0,,0.0
748,2020-05-23,0,SA,19,1,P,,,30,1,,1,1,14,,0.548414102,56.8046875,2,1,614,3,0,,0.0
783,2020-05-23,1,SB,23,,R,,,,,,,,,,0.252696121,50.3984375,1,0,,5,1,,0.0
759,2020-05-23,200,SF,22,,R,,,,,,,,,,0.211286829,62.3046875,,0,,5,-1,,0.0
770,2020-05-23,1,SF,20,3,P,,500,9,1,0,21,1,50,0,0.043737207,64.5,,0,0,3,-1,,1.0
744,2020-05-23,800,SO,21,,P,,,,,,17,2,9,,0.0,74.1875,1,0,,5,0,,1.0
760,2020-05-23,880,SL,22,99999,P,3,600,3,4,1,6,3,14,,0.015409684,24.87890625,1,3,570,3,2,,1.0
780,2020-05-23,120,SA,18,,P,,,,,,16,0,6,,0.043555533,45.265625,,0,,5,-1,,1.0
777,2020-05-23,21,SO,18,,P,,,13,1,,18,0,7,,0.026734488,78.046875,,0,0,3,-1,,1.0
755,2020-05-23,0,SO,20,0,P,,,,,,3,2,5,,0.457833305,24.51953125,,0,,5,-1,,1.0
767,2020-05-23,0,SO,21,1,P,,950,12,2,,4,3,3,,0.148694406,33.609375,1,2,21,3,4,,1.0
763,2020-05-23,0,FT,16,,P,,,,,,25,,,,0.008582955,21.62890625,,0,,5,-1,,1.0
745,2020-05-23,0,SH,18,0,P,2,250,3,1,0,13,0,40,154,0.049370387,72.84375,2,0,0,3,0,,1.0
765,2020-05-23,1,SL,21,3,P,,500,29,1,,5,3,33,,0.0,95.84375,1,1,328,3,-1,,1.0
757,2020-05-23,0,SH,17,0,P,,,,,,12,0,24,,0.0,93.46875,,0,,5,-1,,1.0
743,2020-05-23,1,SG,19,,P,,300,11,1,,13,1,34,,0.0,88.25,1,0,0,3,0,,1.0
762,2020-05-23,1,SB,19,,P,,,20,1,,0,1,3,,0.0,,,0,,1,-1,,1.0
784,2020-05-23,500,SO,19,,P,,,10,1,0,,,15,,0.0,72.703125,,0,0,3,3,,1.0
764,2020-05-23,0,SA,18,0,P,,,,,,6,0,15,,0.0,39.6953125,1,0,,5,2,,1.0
800,2020-05-24,0,SN,29,5,R,1,,4,1,,,,1,,0.0,60.0703125,,0,0,3,-1,,1.0
