app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,app_date
-338,.,.,06-May-20,0,SB,22,2,,.,.,35,1,.,.,4,20,.,0.176537496,57.9453125,.,0,0,3,-1,27/02/2035
-342,.,.,06-May-20,0,SN,29,1,R,.,.,57,1,.,.,.,.,.,0,26.1875,1,0,0,3,1,27/02/2035
-358,.,.,06-May-20,1,SO,17,1,P,.,.,.,.,.,0,.,.,.,0,21.37109375,.,0,.,5,-1,27/02/2035
350,1,0,06-May-20,800,SB,45,.,R,.,250,18,2,40,.,6,.,465,0.266229864,38.671875,.,0,.,5,-1,27/02/2035
333,1,0,06-May-20,11,SD,18,1,P,.,.,15,2,.,.,.,1,.,0.350622478,55.28125,1,1,0,3,2,27/02/2035
-354,.,.,06-May-20,0,SN,29,0,P,1,.,6,3,14,.,4,.,.,0.160335346,59.8125,2,0,.,5,2,27/02/2035
-353,.,.,06-May-20,0,SD,20,0,P,.,.,10,.,439,3,1,.,.,0.118397041,20.76171875,1,0,.,5,0,27/02/2035
-325,.,.,06-May-20,480,SC,21,3,P,.,950,30,1,.,22,4,18,.,0.042853972,70.65625,1,1,614,3,1,27/02/2035
-357,.,.,06-May-20,1580,SO,42,1,R,.,.,.,.,.,.,.,.,.,0,53.75,1,0,.,5,1,27/02/2035
-348,.,.,06-May-20,0,SL,22,1,R,1,1350,2,2,.,.,.,.,.,0.298678624,26.51171875,1,1,.,1,4,27/02/2035
349,1,0,06-May-20,0,SA,19,1,P,.,100,15,1,.,0,0,3,.,0,80.546875,.,0,0,3,-1,27/02/2035
322,0,1,06-May-20,0,SB,18,1,P,.,.,.,.,.,4,.,5,.,0,.,1,0,.,5,0,27/02/2035
344,0,1,06-May-20,0,SO,20,1,P,1,.,5,1,0,1,.,6,.,0.047101932,57.4609375,.,0,0,3,-1,27/02/2035
352,0,1,06-May-20,320,SN,20,1,P,1,1100,5,2,0,6,3,12,.,0.06029933,78.640625,2,1,0,3,2,27/02/2035
321,1,0,06-May-20,1540,FT,38,0,R,.,.,.,.,.,.,.,.,.,0.089791245,51.609375,.,0,.,5,-1,27/02/2035
329,0,1,06-May-20,0,SO,18,.,P,.,.,28,1,.,.,.,.,.,0.076987326,31.10546875,.,0,0,3,-1,27/02/2035
-331,.,.,06-May-20,0,SO,17,1,P,.,.,.,.,.,5,.,13,.,0.234958622,83.9375,.,0,.,5,-1,27/02/2035
339,1,0,06-May-20,0,SE,18,0,P,.,.,.,.,.,.,.,.,.,0.386072545,57.9296875,.,0,.,5,-1,27/02/2035
327,1,0,06-May-20,0,SO,16,0,P,.,.,.,.,.,11,.,16,.,0.056337707,27.62109375,.,0,.,5,-1,27/02/2035
-359,.,.,06-May-20,0,SN,31,1,R,2,.,3,3,0,.,1,1,.,0.140711989,56.1953125,.,0,0,3,-1,27/02/2035
-326,.,.,06-May-20,0,SL,22,5,P,.,7500,11,4,20,.,.,.,6076,0.025382596,77.4375,1,4,2507,2,-1,27/02/2035
-335,.,.,06-May-20,1,SG,25,1,H,1,.,4,.,0,.,.,.,.,0.048656508,75.234375,.,0,.,5,3,27/02/2035
-363,.,.,07-May-20,0,SH,38,1,R,.,50,31,2,0,.,7,.,.,0.47430609,54.1640625,2,0,0,3,1,28/02/2035
382,1,0,07-May-20,0,SL,20,.,P,1,500,3,1,.,12,.,9,.,0,67.9375,.,0,0,3,-1,28/02/2035
374,1,0,07-May-20,0,SO,23,.,R,.,.,.,.,.,.,.,.,.,0.111626403,77.203125,.,0,.,5,-1,28/02/2035
383,0,1,07-May-20,0,SO,21,2,P,.,.,19,2,.,4,.,1,.,0,43.1171875,1,1,1107,3,3,28/02/2035
-366,.,.,07-May-20,1,SC,23,2,R,.,.,28,1,.,.,.,.,.,0.127376329,54.0390625,.,0,0,3,-1,28/02/2035
376,1,0,07-May-20,0,SM,20,2,,.,.,6,.,0,10,1,6,.,0.552401662,55.8203125,.,0,.,5,-1,28/02/2035
378,1,0,07-May-20,1,SF,20,1,R,.,500,12,1,0,.,.,.,.,0.201479747,67.796875,1,1,360,3,-1,28/02/2035
361,1,0,07-May-20,480,SO,23,5,P,.,200,14,2,25,14,5,12,.,0,81,1,2,72,3,-1,28/02/2035
377,0,1,07-May-20,1,SL,21,0,P,.,.,19,.,.,22,1,2,.,0,39.203125,.,0,.,5,-1,28/02/2035
368,0,1,07-May-20,1,SA,23,.,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,28/02/2035
380,1,0,07-May-20,0,FT,24,.,R,.,.,.,.,.,.,.,.,.,0.044896133,17.66015625,.,0,.,5,-1,28/02/2035
-367,.,.,07-May-20,0,SL,20,0,P,1,100,4,1,.,24,4,57,.,0.448951673,41.203125,3,0,0,3,1,28/02/2035
-421,.,.,10-May-20,0,SF,20,1,P,.,.,.,.,.,.,.,6,.,0,61.78125,.,0,.,5,-1,03/03/2035
-384,.,.,10-May-20,0,SN,38,0,H,3,4500,6,3,45,.,6,.,3751,0.058153417,64.25,2,1,0,3,0,03/03/2035
-425,.,.,10-May-20,0,SM,22,2,R,1,.,2,1,19,.,.,.,.,0.181847177,48.6875,1,0,0,3,0,03/03/2035
-435,.,.,10-May-20,0,SD,23,1,,.,950,31,1,.,.,.,.,.,0,.,.,0,0,3,-1,03/03/2035
-413,.,.,10-May-20,500,SA,17,.,P,.,.,.,.,.,1,.,5,.,0.271618326,72.40625,.,0,.,5,-1,03/03/2035
418,1,0,10-May-20,10,SF,19,.,P,.,500,10,1,.,13,0,38,.,0.381779423,64.03125,.,0,0,3,-1,03/03/2035
-432,.,.,10-May-20,0,SD,50,1,R,.,4600,12,1,1,.,6,.,1,0.273762083,35.7734375,1,0,0,3,1,03/03/2035
427,0,1,10-May-20,0,SO,18,1,P,.,.,28,1,.,7,.,8,.,0.019041933,48.09375,.,0,0,3,-1,03/03/2035
419,1,0,10-May-20,0,SC,21,3,P,.,300,15,2,.,2,2,11,.,0.035077765,91.84375,1,1,0,3,-1,03/03/2035
409,1,0,10-May-20,1,SB,23,1,R,.,2100,23,.,.,.,.,.,.,0.598415086,13.0625,.,0,.,5,-1,03/03/2035
-393,.,.,10-May-20,0,SB,20,1,R,.,.,9,1,.,.,.,.,.,0.195749089,40.640625,1,0,0,3,0,03/03/2035
385,1,0,10-May-20,1,SO,21,.,P,.,.,19,1,.,5,2,8,.,0.05221588,64.203125,1,0,.,5,0,03/03/2035
405,0,1,10-May-20,1,SO,23,.,R,.,.,.,.,.,.,.,.,.,0.272819179,58.6875,.,0,.,5,-1,03/03/2035
428,0,1,10-May-20,380,SA,18,0,P,.,.,.,.,.,.,15,15,.,0.064337296,50.8828125,.,0,.,5,-1,03/03/2035
424,1,0,10-May-20,1,SM,44,6,P,.,4700,75,.,.,.,0,.,311,0,56.40625,.,0,.,5,-1,03/03/2035
-464,.,.,11-May-20,0,SC,18,0,P,.,.,.,.,.,23,0,42,.,0,90.15625,1,0,.,5,0,04/03/2035
-462,.,.,11-May-20,0,SA,17,0,P,.,.,.,.,.,6,.,23,.,0.041487517,57.7578125,.,0,.,5,-1,04/03/2035
446,0,1,11-May-20,0,SA,18,0,P,.,.,.,.,.,12,0,15,.,0.219254388,49.953125,.,0,.,5,-1,04/03/2035
-438,.,.,11-May-20,1200,SO,23,3,H,.,2250,7,1,0,.,0,.,.,0.149812824,29.27734375,2,1,997,3,0,04/03/2035
-453,.,.,11-May-20,0,SH,22,0,R,.,.,.,.,.,.,.,.,.,0.112505946,30.9140625,.,0,.,5,-1,04/03/2035
-460,.,.,11-May-20,1520,SM,23,5,R,1,1900,2,2,0,.,.,.,526,0.406422121,67.84375,1,2,708,3,1,04/03/2035
-441,.,.,11-May-20,0,SA,19,0,P,.,.,.,.,.,2,.,5,.,0.056590108,56.546875,.,0,.,5,-1,04/03/2035
447,0,1,11-May-20,0,SM,20,2,P,.,1450,11,1,.,19,0,26,.,0,51.5,1,1,1454,3,1,04/03/2035
452,1,0,11-May-20,0,SA,21,2,P,.,150,15,.,0,13,2,31,.,0,84.90625,1,0,.,5,1,04/03/2035
457,0,1,11-May-20,0,SO,22,.,R,.,.,.,.,.,.,.,.,.,0.465481587,45.7265625,.,0,.,5,-1,04/03/2035
450,1,0,11-May-20,0,SO,19,0,P,.,.,18,1,.,12,.,26,.,0.063488544,78.40625,1,0,0,3,1,04/03/2035
439,1,0,11-May-20,400,SB,20,.,,.,.,6,.,0,.,.,.,.,0.095566617,61.421875,.,0,.,5,-1,04/03/2035
456,1,0,11-May-20,0,SN,18,.,P,.,.,.,.,.,14,1,12,.,0,67.28125,.,0,.,5,-1,04/03/2035
-463,.,.,11-May-20,0,SK,19,1,P,.,.,7,2,.,12,0,8,.,0.055188198,25,2,2,506,3,0,04/03/2035
448,1,0,11-May-20,1,SO,18,0,P,1,1050,5,1,50,18,1,37,1085,0.073128835,65.671875,1,0,0,3,2,04/03/2035
449,0,1,11-May-20,0,SA,22,3,,.,.,14,1,1,.,.,.,.,0.18600686,51.53125,.,0,.,5,-1,04/03/2035
-458,.,.,11-May-20,0,SM,31,2,R,.,5450,13,1,22,0,3,9,1707,0,46.546875,.,0,.,5,-1,04/03/2035
-436,.,.,11-May-20,0,SN,29,3,,.,.,62,1,.,9,.,3,.,0.118086936,78.265625,.,0,.,5,-1,04/03/2035
461,0,1,11-May-20,0,SB,20,0,P,.,150,6,1,0,18,.,17,155,0.120406122,59.1875,.,0,0,3,4,04/03/2035
-442,.,.,11-May-20,0,SB,20,0,P,.,.,20,.,1,7,2,10,.,0.105613995,41.0078125,.,0,.,5,-1,04/03/2035
482,1,0,12-May-20,0,SL,24,3,P,.,950,12,2,25,.,.,.,.,0,.,1,1,0,3,-1,05/03/2035
-472,.,.,12-May-20,0,SO,19,.,R,.,.,.,.,.,.,.,.,.,0.00209957,24.90625,.,0,.,5,-1,05/03/2035
-488,.,.,12-May-20,0,SD,24,0,P,.,.,25,.,158,.,.,.,.,0.083414693,45.8515625,2,0,.,5,0,05/03/2035
-475,.,.,12-May-20,500,SO,25,.,R,1,.,2,1,.,.,.,.,.,0.177843202,56.2421875,1,0,0,3,1,05/03/2035
484,0,1,12-May-20,1,SK,18,.,R,.,.,.,.,.,.,.,1,.,0.206510292,28.8984375,1,0,.,5,1,05/03/2035
477,0,1,12-May-20,0,SF,23,2,P,.,.,34,.,.,3,3,8,.,0,42.8984375,1,0,.,5,0,05/03/2035
481,1,0,12-May-20,0,SB,28,2,P,2,1800,2,3,0,.,.,1,1768,0.30291325,87.953125,1,1,0,2,1,05/03/2035
-503,.,.,12-May-20,0,SO,18,0,P,.,.,.,.,.,25,0,5,.,0.033809825,60.2109375,.,0,.,5,-1,05/03/2035
-469,.,.,12-May-20,1,SD,21,0,P,.,1550,9,4,.,6,0,57,.,0.515726239,56.0078125,1,3,1783,3,3,05/03/2035
498,1,0,12-May-20,0,SO,19,1,P,.,.,18,1,.,14,0,13,.,0,24.58203125,.,0,0,3,-1,05/03/2035
-500,.,.,12-May-20,0,SB,22,1,P,.,.,28,.,55,1,3,8,.,0.080361688,22.20703125,1,0,.,5,1,05/03/2035
-476,.,.,12-May-20,1,SB,18,0,P,3,850,2,1,.,2,0,28,.,0,11.65625,1,0,0,3,1,05/03/2035
474,1,0,12-May-20,100,SO,21,4,R,.,.,.,.,.,2,3,13,.,0,70.203125,.,0,.,5,-1,05/03/2035
-499,.,.,12-May-20,0,SC,23,1,P,.,.,34,2,.,1,.,1,.,0,70.328125,1,1,0,3,-1,05/03/2035
489,1,0,12-May-20,0,SL,21,3,P,2,200,6,4,.,6,3,7,.,0.449629705,57.9375,3,3,298,3,0,05/03/2035
490,1,0,12-May-20,0,SO,21,.,P,.,.,.,.,.,26,4,28,.,0.047600431,48.5625,.,0,.,5,-1,05/03/2035
468,1,0,12-May-20,0,SC,27,0,R,.,.,.,.,.,.,.,.,.,0.334754881,38.5078125,.,0,.,5,-1,05/03/2035
-486,.,.,12-May-20,1,SD,20,0,,.,.,38,1,.,19,3,38,.,0,48.71875,.,0,0,3,-1,05/03/2035
-541,.,.,14-May-20,1,SF,42,0,R,.,50,12,3,0,.,0,.,.,0.058213581,32.4765625,1,1,0,3,-1,07/03/2035
564,1,0,14-May-20,1,SO,20,3,P,.,.,8,2,0,18,0,22,.,0.054254269,38.1171875,1,2,328,3,1,07/03/2035
-565,.,.,14-May-20,0,SL,20,1,,.,850,13,3,44,10,3,18,.,0.008780502,62.546875,1,3,746,3,4,07/03/2035
545,1,0,14-May-20,0,SO,24,1,P,.,.,.,.,.,.,1,.,.,0.1935411,51.2265625,1,0,.,5,0,07/03/2035
542,1,0,14-May-20,0,SO,17,99999,P,.,.,.,.,.,.,0,.,.,0,30.05078125,.,0,.,5,-1,07/03/2035
558,0,1,14-May-20,0,SA,19,1,P,.,.,32,1,.,.,.,.,.,0.062826336,17.39453125,.,0,0,3,-1,07/03/2035
554,0,1,14-May-20,360,SN,19,3,R,.,800,18,1,.,19,3,31,868,0.187271185,61.9296875,1,1,1014,3,0,07/03/2035
549,0,1,14-May-20,0,SA,23,2,,.,.,37,.,.,.,.,.,.,0,50.0625,.,0,.,5,-1,07/03/2035
568,0,1,14-May-20,200,SB,20,1,P,1,700,1,3,.,.,3,.,744,0,84.953125,2,2,737,3,0,07/03/2035
567,1,0,14-May-20,0,SO,25,.,,.,.,.,.,.,.,.,.,.,0.014282011,32.4609375,.,0,.,5,-1,07/03/2035
563,1,0,14-May-20,0,SO,32,.,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,07/03/2035
-553,.,.,14-May-20,640,SA,19,0,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,5,-1,07/03/2035
-550,.,.,14-May-20,0,SG,18,0,P,1,.,4,1,0,13,0,24,.,0.058526755,66.375,1,0,0,3,2,07/03/2035
-555,.,.,14-May-20,1500,SF,20,.,R,2,.,3,.,0,0,.,20,.,0.198122163,81.359375,1,0,.,5,0,07/03/2035
544,1,0,14-May-20,1,SL,24,2,P,.,350,15,.,0,26,6,18,33,0.087125612,63.3828125,.,0,.,5,-1,07/03/2035
557,1,0,14-May-20,500,SB,25,.,R,2,.,4,1,0,.,.,.,.,0.464734115,37.8203125,1,0,0,3,1,07/03/2035
-570,.,.,14-May-20,560,SN,25,2,P,.,2400,13,3,40,26,6,36,1302,0.022676084,67.546875,.,0,0,3,4,07/03/2035
-546,.,.,14-May-20,0,SL,29,1,P,.,2000,7,1,0,5,3,57,930,0.012189202,70.984375,2,0,0,3,1,07/03/2035
569,1,0,14-May-20,340,SO,18,.,P,.,.,8,.,.,11,1,26,.,0,72.1875,.,0,.,5,3,07/03/2035
572,1,0,17-May-20,1,SB,24,1,R,3,200,2,2,0,.,1,.,0,0.562444467,33.3671875,2,1,0,3,0,10/03/2035
-613,.,.,17-May-20,100,SD,21,.,R,.,.,.,.,.,.,.,.,.,0,.,2,0,.,5,0,10/03/2035
-604,.,.,17-May-20,0,SG,26,0,,.,.,.,.,.,.,.,.,.,0.18486201,35.3203125,1,0,.,5,0,10/03/2035
-584,.,.,17-May-20,0,SM,16,0,P,.,.,.,.,.,.,.,.,.,0.06562951,56.0546875,1,0,.,5,0,10/03/2035
-585,.,.,17-May-20,0,SD,20,0,P,.,.,39,1,.,0,.,6,.,0.324315911,56.21875,.,0,0,3,-1,10/03/2035
-603,.,.,17-May-20,0,SO,18,1,P,1,1300,3,3,.,6,2,27,0,0,75.796875,1,2,0,3,4,10/03/2035
573,1,0,17-May-20,0,SH,21,4,P,.,2850,30,1,.,21,2,5,.,0.021952547,78.828125,1,1,3631,3,0,10/03/2035
-593,.,.,17-May-20,0,SL,24,3,P,.,.,8,1,40,18,7,52,.,0,62.5703125,.,0,0,3,2,10/03/2035
589,1,0,17-May-20,0,SL,22,0,P,.,2100,10,2,0,22,5,14,434,0.12445262,47.0078125,1,1,0,3,4,10/03/2035
-579,.,.,17-May-20,0,SO,20,0,P,.,1500,26,3,0,16,1,32,.,0,94.921875,1,2,1697,3,0,10/03/2035
612,1,0,17-May-20,0,SB,22,3,P,.,350,16,1,.,17,3,24,342,0.09408399,75.3125,.,0,0,3,-1,10/03/2035
602,1,0,17-May-20,500,SO,18,.,P,.,.,.,.,.,16,0,16,.,0.1690302,40.4296875,.,0,.,5,-1,10/03/2035
-583,.,.,17-May-20,0,SO,20,0,P,.,.,11,1,0,2,5,10,.,0,93.328125,1,0,0,3,0,10/03/2035
-606,.,.,17-May-20,0,SA,22,3,P,.,1500,15,1,94,.,1,4,712,0.093611361,59.3515625,2,1,969,2,1,10/03/2035
-586,.,.,17-May-20,0,SB,23,4,P,1,1050,5,2,0,9,5,2,620,0.277059603,38.4765625,1,2,1661,3,2,10/03/2035
-601,.,.,17-May-20,2,SD,22,0,R,.,250,7,4,175,.,2,.,372,0.211575645,29.546875,1,1,0,3,-1,10/03/2035
605,1,0,17-May-20,0,SD,19,.,P,1,100,1,.,.,.,1,.,.,0.036237436,22.56640625,.,0,.,5,-1,10/03/2035
-596,.,.,17-May-20,1,SO,36,4,R,.,.,.,.,.,.,.,.,.,0,37.84375,.,0,.,5,-1,10/03/2035
599,0,1,17-May-20,400,SO,23,.,R,1,.,1,1,.,.,.,.,.,0,.,1,0,0,3,1,10/03/2035
-576,.,.,17-May-20,0,SG,29,0,H,.,850,7,4,.,.,2,.,.,0.145209027,65.328125,3,2,0,3,0,10/03/2035
-590,.,.,17-May-20,0,SL,20,2,R,.,1450,22,1,25,.,.,4,.,0.105998009,56.7421875,1,1,1590,3,-1,10/03/2035
577,0,1,17-May-20,0,SO,18,0,P,.,.,.,.,.,20,.,33,.,0.025048787,42.9375,2,0,.,5,0,10/03/2035
-594,.,.,17-May-20,0,SH,19,0,P,.,.,.,.,.,.,.,.,.,0,56.015625,.,0,.,5,-1,10/03/2035
-574,.,.,17-May-20,0,SO,23,2,,2,.,5,1,.,0,.,5,.,0,71.921875,3,0,0,3,0,10/03/2035
598,0,1,17-May-20,400,SO,24,.,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,5,-1,10/03/2035
588,0,1,17-May-20,1,SM,21,2,R,.,.,.,.,.,.,0,.,.,0.028711601,56.3203125,.,0,.,5,3,10/03/2035
636,0,1,18-May-20,1,SA,19,1,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,11/03/2035
-639,.,.,18-May-20,1,SO,19,0,P,.,50,17,3,1,3,3,14,.,0.104288284,62.203125,1,2,0,3,-1,11/03/2035
620,1,0,18-May-20,0,SA,17,0,P,.,.,.,.,.,.,9,9,.,0.027166239,56.125,.,0,.,5,-1,11/03/2035
-640,.,.,18-May-20,340,SB,20,2,P,1,.,6,3,166,5,2,3,.,0.320555094,39.578125,1,2,0,3,2,11/03/2035
-615,.,.,18-May-20,0,SD,27,0,R,.,.,7,1,44,.,.,.,.,0.109609302,70.546875,1,0,0,3,0,11/03/2035
619,1,0,18-May-20,0,SC,18,.,P,1,150,2,.,.,.,0,.,31,0,72.203125,1,0,.,5,2,11/03/2035
621,1,0,18-May-20,1,SO,23,.,R,1,.,2,1,.,.,.,.,.,0.456198497,60.609375,1,0,0,3,0,11/03/2035
-644,.,.,18-May-20,0,SO,19,0,P,.,.,9,1,.,18,2,7,.,0.305962051,53.8203125,.,0,0,3,3,11/03/2035
641,0,1,18-May-20,0,SC,19,1,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,11/03/2035
624,0,1,18-May-20,0,SA,18,1,P,1,100,3,1,.,16,0,34,.,0.065920607,61.671875,1,1,150,3,-1,11/03/2035
628,0,1,18-May-20,0,SO,22,5,P,.,4050,8,1,.,13,4,29,216,0.170676493,46.6875,1,1,3448,3,3,11/03/2035
634,0,1,18-May-20,0,SA,20,1,P,.,500,16,.,.,12,2,6,310,0.566334348,49.125,.,0,.,5,-1,11/03/2035
618,1,0,18-May-20,0,SM,23,5,H,.,.,.,.,.,.,.,.,.,0,.,.,0,.,5,-1,11/03/2035
625,1,0,18-May-20,1,SO,19,.,R,.,.,.,.,.,.,.,.,.,0.229404042,97.984375,.,0,.,5,-1,11/03/2035
-643,.,.,18-May-20,0,SO,19,1,P,.,.,.,.,.,.,.,.,.,0,38.421875,.,0,.,5,-1,11/03/2035
-637,.,.,18-May-20,1440,SO,29,0,R,.,.,14,2,1,.,.,.,.,0.130448379,67.671875,1,1,293,3,4,11/03/2035
-614,.,.,18-May-20,0,SO,19,0,P,2,100,6,1,.,2,0,.,.,0.037935586,38.78125,3,0,0,3,1,11/03/2035
-623,.,.,18-May-20,0,SO,20,0,R,.,.,18,1,.,.,.,.,.,0.111914358,50.6484375,.,0,.,1,-1,11/03/2035
633,1,0,18-May-20,800,SN,18,.,P,.,.,.,.,.,7,0,14,.,0,34.8046875,.,0,.,5,-1,11/03/2035
622,1,0,18-May-20,0,SM,18,0,P,.,.,23,2,.,14,0,37,.,0,56.1640625,1,1,0,3,0,11/03/2035
-627,.,.,18-May-20,0,SA,31,1,P,.,.,13,4,.,.,.,.,.,0.163352164,68.328125,1,1,0,3,4,11/03/2035
-616,.,.,18-May-20,0,SG,24,0,,.,1200,25,4,0,21,6,30,.,0.026958368,67.328125,1,4,1079,3,-1,11/03/2035
666,1,0,19-May-20,100,SC,19,.,P,.,.,.,.,.,24,1,.,.,0.143671881,46.0546875,.,0,.,5,-1,12/03/2035
654,1,0,19-May-20,1,SO,18,.,P,.,.,11,.,0,.,.,.,.,0.133567989,67.578125,.,0,.,5,-1,12/03/2035
653,1,0,19-May-20,1,SC,18,0,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,12/03/2035
-658,.,.,19-May-20,0,SA,18,0,P,.,.,39,1,.,23,.,16,.,0,61.9765625,.,0,0,3,-1,12/03/2035
-679,.,.,19-May-20,0,SL,25,6,R,.,500,46,1,.,.,0,.,93,0.128403475,55.7890625,1,1,948,3,-1,12/03/2035
667,1,0,19-May-20,0,SO,20,1,,.,950,10,1,.,.,.,.,.,0,77.140625,1,1,830,3,-1,12/03/2035
649,1,0,19-May-20,1,SB,21,2,P,.,1900,15,1,186,17,3,37,.,0,65.78125,1,1,2141,3,0,12/03/2035
-678,.,.,19-May-20,0,SN,21,0,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,12/03/2035
648,1,0,19-May-20,1,SO,23,.,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,12/03/2035
-650,.,.,19-May-20,0,SD,24,0,R,.,950,8,1,0,1,2,4,622,0.060776332,52.3125,1,1,382,3,-1,12/03/2035
-676,.,.,19-May-20,0,SA,19,1,P,.,.,7,3,0,.,.,6,.,0.254692136,39.3515625,1,2,0,3,3,12/03/2035
-661,.,.,19-May-20,1,SF,21,1,P,1,1900,1,2,.,0,0,5,93,0.287066013,45.8515625,1,2,1103,2,4,12/03/2035
-668,.,.,19-May-20,0,SH,18,0,P,.,.,.,.,.,17,0,15,.,0.017131948,82.40625,1,0,.,5,1,12/03/2035
657,0,1,19-May-20,0,SK,18,0,P,.,.,49,1,.,21,0,10,.,0,49.703125,.,0,0,3,-1,12/03/2035
646,0,1,19-May-20,0,SO,21,2,P,1,300,5,1,165,0,.,3,0,0,25.0859375,2,1,1127,3,1,12/03/2035
665,0,1,19-May-20,0,SO,19,1,P,.,150,12,1,0,2,1,29,155,0.32149122,52.53125,1,1,365,3,4,12/03/2035
-652,.,.,19-May-20,1,SD,21,1,P,.,.,12,2,305,0,.,.,.,0.113216301,24.40625,2,0,0,3,0,12/03/2035
-680,.,.,19-May-20,1,SL,27,5,R,.,.,35,4,.,.,.,.,.,0.196502076,67.65625,.,0,0,3,-1,12/03/2035
-659,.,.,19-May-20,0,SG,22,0,P,2,700,3,4,.,9,5,90,248,0.0525616,71.0625,3,1,0,3,0,12/03/2035
645,1,0,19-May-20,1,SA,20,3,P,.,350,21,1,.,.,1,.,404,0,51.734375,1,1,1030,3,-1,12/03/2035
674,0,1,19-May-20,0,SF,22,0,P,.,.,16,2,.,19,.,14,.,0,57.3046875,.,0,0,3,-1,12/03/2035
-660,.,.,19-May-20,0,SK,20,0,P,.,.,12,1,195,.,.,.,.,0.121033747,40.9921875,1,1,434,2,3,12/03/2035
663,1,0,19-May-20,200,SO,24,.,P,.,.,82,2,.,16,6,15,.,0.078699022,39.8515625,.,0,.,2,-1,12/03/2035
-670,.,.,19-May-20,0,SN,18,0,P,.,.,23,1,.,8,1,37,.,0.0441425,46.3671875,.,0,0,3,-1,12/03/2035
677,1,0,19-May-20,0,SO,23,.,R,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,12/03/2035
-692,.,.,20-May-20,0,SN,23,1,P,.,150,15,3,50,5,7,15,.,0.047130415,71.390625,2,2,80,2,0,13/03/2035
-709,.,.,20-May-20,0,SO,20,0,P,.,250,9,1,70,.,.,.,248,0.234315483,50.3671875,1,0,0,3,0,13/03/2035
-706,.,.,20-May-20,0,SD,20,1,P,1,150,2,1,71,.,.,2,0,0.298392194,37.2578125,2,0,.,2,0,13/03/2035
691,1,0,20-May-20,760,SO,24,1,R,.,.,18,1,.,.,.,.,.,0.070643746,77.015625,.,0,0,3,3,13/03/2035
686,0,1,20-May-20,0,SO,19,0,H,1,600,3,1,135,5,2,17,465,0.043933235,73.015625,2,1,29,3,1,13/03/2035
711,0,1,20-May-20,1,SB,20,2,R,.,.,13,1,46,12,0,70,.,0.086836203,86.109375,3,1,920,3,1,13/03/2035
-710,.,.,20-May-20,0,SB,19,1,P,1,300,4,3,.,20,0,28,.,0,66.734375,1,3,2047,3,-1,13/03/2035
-684,.,.,20-May-20,800,FT,49,.,R,.,.,32,1,.,.,.,.,.,0.248395876,30.53515625,.,0,0,3,-1,13/03/2035
694,0,1,20-May-20,420,SB,30,0,R,2,150,2,1,0,.,.,.,.,0,15.58984375,3,0,0,3,0,13/03/2035
703,0,1,20-May-20,0,SO,18,2,P,.,.,30,1,.,9,.,24,.,0.006060298,65.3125,.,0,0,3,-1,13/03/2035
705,1,0,20-May-20,2,SO,21,.,R,.,.,.,.,.,.,.,.,.,0.192670965,70.421875,.,0,.,5,-1,13/03/2035
687,1,0,20-May-20,1,SE,18,.,P,.,.,.,.,.,.,.,.,.,0,.,.,0,.,4,-1,13/03/2035
-702,.,.,20-May-20,0,SE,23,0,P,1,250,4,1,0,.,.,.,.,0.089243116,50.6875,.,0,0,3,3,13/03/2035
690,1,0,20-May-20,100,SO,37,.,R,.,.,.,.,.,.,.,.,.,0.202813315,41.5,.,0,.,5,-1,13/03/2035
-708,.,.,20-May-20,0,SH,19,1,P,.,.,12,1,19,16,2,16,.,0.072299957,74.609375,1,1,579,3,1,13/03/2035
-697,.,.,20-May-20,1,SA,18,0,R,.,.,.,.,.,.,.,.,.,0.234067029,39.6640625,.,0,.,5,-1,13/03/2035
-695,.,.,20-May-20,0,SO,22,1,P,.,.,.,.,.,11,3,15,.,0,62.9765625,.,0,.,5,-1,13/03/2035
-707,.,.,20-May-20,300,SO,23,.,P,.,400,25,.,46,23,4,61,0,0,82.375,1,0,.,5,2,13/03/2035
700,1,0,20-May-20,0,SO,16,.,P,.,.,.,.,.,21,.,61,.,0.204049815,42.6875,.,0,.,5,-1,13/03/2035
-689,.,.,20-May-20,0,SB,19,1,P,.,.,.,.,.,.,2,15,.,0.11617165,50.5703125,.,0,.,5,4,13/03/2035
683,1,0,20-May-20,1,FT,18,.,P,.,.,.,.,.,7,.,40,.,0,81.84375,.,0,.,5,-1,13/03/2035
-701,.,.,20-May-20,700,SB,22,.,P,.,.,.,.,.,21,.,17,.,0,60.53125,1,0,.,5,1,13/03/2035
